#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"11,301",,,Christmas - Stocking holder,0,Average,1,25,0,25,,2.42,27.42,10,Percent,0,Yes,27.42,Yes,No,HSW,CDSH,PAULGAGN,,11/2/20
"11,302",,,Christmas - Stocking holder - Standard grade,0,Average,1,10,0,10,,0.97,10.97,10,Percent,0,Yes,10.97,Yes,No,HSW,CDSH-,PAULGAGN,,11/2/20
"11,303",,,Christmas - Stocking holder - High grade,0,Average,1,55,0,55,,5.33,60.33,10,Percent,0,Yes,60.33,Yes,No,HSW,CDSH+,PAULGAGN,,11/2/20
"11,304",,,Christmas - Stocking,0,Average,1,19,0,19,,1.84,20.84,10,Percent,0,Yes,20.84,Yes,No,HSW,CDST,PAULGAGN,,11/2/20
"11,305",,,Christmas - Stocking - Standard grade,0,Average,1,10,0,10,,0.97,10.97,10,Percent,0,Yes,10.97,Yes,No,HSW,CDST-,PAULGAGN,,11/2/20
"11,306",,,Christmas - Stocking - High grade,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,CDST+,PAULGAGN,,11/2/20
"11,307",,,Christmas tree stand,0,Average,1,38,0,38,,3.68,41.68,10,Percent,0,Yes,41.68,Yes,No,HSW,CDTD,PAULGAGN,,11/2/20
"11,308",,,Christmas tree stand - Standard grade,0,Average,1,13,0,13,,1.26,14.26,10,Percent,0,Yes,14.26,Yes,No,HSW,CDTD-,PAULGAGN,,11/2/20
"11,309",,,Christmas tree stand - High grade,0,Average,1,89,0,89,,8.63,97.63,10,Percent,0,Yes,97.63,Yes,No,HSW,CDTD+,PAULGAGN,,11/2/20
"11,310",,,Christmas - Tree skirt,0,Average,1,44,0,44,,4.27,48.27,10,Percent,0,Yes,48.27,Yes,No,HSW,CDTS,PAULGAGN,,11/2/20
"11,311",,,Christmas - Tree skirt - Standard grade,0,Average,1,17,0,17,,1.65,18.65,10,Percent,0,Yes,18.65,Yes,No,HSW,CDTS-,PAULGAGN,,11/2/20
"11,312",,,Christmas - Tree skirt - High grade,0,Average,1,80,0,80,,7.76,87.76,10,Percent,0,Yes,87.76,Yes,No,HSW,CDTS+,PAULGAGN,,11/2/20
"11,313",,,Christmas - Tree topper,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,CDTT,PAULGAGN,,11/2/20
"11,314",,,Christmas - Tree topper - Standard grade,0,Average,1,13,0,13,,1.26,14.26,10,Percent,0,Yes,14.26,Yes,No,HSW,CDTT-,PAULGAGN,,11/2/20
"11,315",,,Christmas - Tree topper - High grade,0,Average,1,75,0,75,,7.27,82.27,10,Percent,0,Yes,82.27,Yes,No,HSW,CDTT+,PAULGAGN,,11/2/20
"11,316",,,Wreaths,0,Average,1,54,0,54,,5.24,59.24,10,Percent,0,Yes,59.24,Yes,No,HSW,CDWR,PAULGAGN,,11/2/20
"11,317",,,Wreaths - Standard grade,0,Average,1,24,0,24,,2.33,26.33,10,Percent,0,Yes,26.33,Yes,No,HSW,CDWR-,PAULGAGN,,11/2/20
"11,318",,,Wreaths - High grade,0,Average,1,120,0,120,,11.63,131.63,10,Percent,0,Yes,131.63,Yes,No,HSW,CDWR+,PAULGAGN,,11/2/20
"11,319",,,Cleaning bucket,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,CLBK,PAULGAGN,,11/2/20
"11,320",,,Cleaning bucket - Standard grade,0,Average,1,8,0,8,,0.78,8.78,10,Percent,0,Yes,8.78,Yes,No,HSW,CLBK-,PAULGAGN,,11/2/20
"11,321",,,Cleaning bucket - High grade,0,Average,1,130,0,130,,12.6,142.6,10,Percent,0,Yes,142.6,Yes,No,HSW,CLBK+,PAULGAGN,,11/2/20
"11,322",,,Broom,0,Average,1,18,0,18,,1.75,19.75,10,Percent,0,Yes,19.75,Yes,No,HSW,CLBR,PAULGAGN,,11/2/20
"11,323",,,Broom - Standard grade,0,Average,1,9,0,9,,0.87,9.87,10,Percent,0,Yes,9.87,Yes,No,HSW,CLBR-,PAULGAGN,,11/2/20
"11,324",,,Broom - High grade,0,Average,1,39,0,39,,3.78,42.78,10,Percent,0,Yes,42.78,Yes,No,HSW,CLBR+,PAULGAGN,,11/2/20
"11,325",,,Dustpan,0,Average,1,14,0,14,,1.36,15.36,10,Percent,0,Yes,15.36,Yes,No,HSW,CLDP,PAULGAGN,,11/2/20
"11,326",,,Dustpan - Standard grade,0,Average,1,7.5,0,7.5,,0.73,8.23,10,Percent,0,Yes,8.23,Yes,No,HSW,CLDP-,PAULGAGN,,11/2/20
"11,327",,,Dustpan - High grade,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,CLDP+,PAULGAGN,,11/2/20
"11,328",,,Grandfather clock,0,Average,1,"1,000.00",0,"1,000.00",,96.95,1096.95,20,Percent,0,Yes,"1,096.95",Yes,No,HSW,CLKG,PAULGAGN,,11/2/20
"11,329",,,Grandfather clock - Standard grade,0,Average,1,275,0,275,,26.66,301.66,20,Percent,0,Yes,301.66,Yes,No,HSW,CLKG-,PAULGAGN,,11/2/20
"11,330",,,Grandfather clock - High grade,0,Average,1,"2,900.00",0,"2,900.00",,281.16,3181.16,20,Percent,0,Yes,"3,181.16",Yes,No,HSW,CLKG+,PAULGAGN,,11/2/20
"11,331",,,Grandfather clock - Premium grade,0,Average,1,"5,300.00",0,"5,300.00",,513.84,5813.84,20,Percent,0,Yes,"5,813.84",Yes,No,HSW,CLKG++,PAULGAGN,,11/2/20
"11,332",,,Cuckoo / novelty clock,0,Average,1,345,0,345,,33.45,378.45,20,Percent,0,Yes,378.45,Yes,No,HSW,CLKN,PAULGAGN,,11/2/20
"11,333",,,Cuckoo / novelty clock - Standard grade,0,Average,1,60,0,60,,5.82,65.82,20,Percent,0,Yes,65.82,Yes,No,HSW,CLKN-,PAULGAGN,,11/2/20
"11,334",,,Cuckoo / novelty clock - High grade,0,Average,1,"1,100.00",0,"1,100.00",,106.65,1206.65,20,Percent,0,Yes,"1,206.65",Yes,No,HSW,CLKN+,PAULGAGN,,11/2/20
"11,335",,,Table / mantle clock,0,Average,1,48,0,48,,4.65,52.65,20,Percent,0,Yes,52.65,Yes,No,HSW,CLKT,PAULGAGN,,11/2/20
"11,336",,,Table / mantle clock - Standard grade,0,Average,1,19,0,19,,1.84,20.84,20,Percent,0,Yes,20.84,Yes,No,HSW,CLKT-,PAULGAGN,,11/2/20
"11,337",,,Table / mantle clock - High grade,0,Average,1,138,0,138,,13.38,151.38,20,Percent,0,Yes,151.38,Yes,No,HSW,CLKT+,PAULGAGN,,11/2/20
"11,338",,,Wall clock,0,Average,1,55,0,55,,5.33,60.33,20,Percent,0,Yes,60.33,Yes,No,HSW,CLKW,PAULGAGN,,11/2/20
"11,339",,,Wall clock - Standard grade,0,Average,1,25,0,25,,2.42,27.42,20,Percent,0,Yes,27.42,Yes,No,HSW,CLKW-,PAULGAGN,,11/2/20
"11,340",,,Wall clock - High grade,0,Average,1,119,0,119,,11.54,130.54,20,Percent,0,Yes,130.54,Yes,No,HSW,CLKW+,PAULGAGN,,11/2/20
"11,341",,,Wall clock - Premium grade,0,Average,1,279,0,279,,27.05,306.05,20,Percent,0,Yes,306.05,Yes,No,HSW,CLKW++,PAULGAGN,,11/2/20
"11,342",,,Mop,0,Average,1,20,0,20,,1.94,21.94,10,Percent,0,Yes,21.94,Yes,No,HSW,CLMP,PAULGAGN,,11/2/20
"11,343",,,Mop - Standard grade,0,Average,1,12,0,12,,1.16,13.16,10,Percent,0,Yes,13.16,Yes,No,HSW,CLMP-,PAULGAGN,,11/2/20
"11,344",,,Mop - High grade,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,CLMP+,PAULGAGN,,11/2/20
"11,345",,,Squeegee,0,Average,1,16,0,16,,1.55,17.55,10,Percent,0,Yes,17.55,Yes,No,HSW,CLSQ,PAULGAGN,,11/2/20
"11,346",,,Squeegee - Standard grade,0,Average,1,8,0,8,,0.78,8.78,10,Percent,0,Yes,8.78,Yes,No,HSW,CLSQ-,PAULGAGN,,11/2/20
"11,347",,,Squeegee - High grade,0,Average,1,31,0,31,,3.01,34.01,10,Percent,0,Yes,34.01,Yes,No,HSW,CLSQ+,PAULGAGN,,11/2/20
"11,348",,,Toilet brush,0,Average,1,24,0,24,,2.33,26.33,10,Percent,0,Yes,26.33,Yes,No,HSW,CLTB,PAULGAGN,,11/2/20
"11,349",,,Toilet brush - Standard grade,0,Average,1,9,0,9,,0.87,9.87,10,Percent,0,Yes,9.87,Yes,No,HSW,CLTB-,PAULGAGN,,11/2/20
"11,350",,,Toilet brush - High grade,0,Average,1,46,0,46,,4.46,50.46,10,Percent,0,Yes,50.46,Yes,No,HSW,CLTB+,PAULGAGN,,11/2/20
"11,351",,,Plunger - Toilet,0,Average,1,14,0,14,,1.36,15.36,10,Percent,0,Yes,15.36,Yes,No,HSW,CLTP,PAULGAGN,,11/2/20
"11,352",,,Plunger - Toilet - Standard grade,0,Average,1,5,0,5,,0.48,5.48,10,Percent,0,Yes,5.48,Yes,No,HSW,CLTP-,PAULGAGN,,11/2/20
"11,353",,,Plunger - Toilet - High grade,0,Average,1,29,0,29,,2.81,31.81,10,Percent,0,Yes,31.81,Yes,No,HSW,CLTP+,PAULGAGN,,11/2/20
"11,354",,,Candles,0,Average,1,20,0,20,,1.94,21.94,10,Percent,0,Yes,21.94,Yes,No,HSW,CNDL,PAULGAGN,,11/2/20
"11,355",,,Candles - Standard grade,0,Average,1,9,0,9,,0.87,9.87,10,Percent,0,Yes,9.87,Yes,No,HSW,CNDL-,PAULGAGN,,11/2/20
"11,356",,,Candles - High grade,0,Average,1,43,0,43,,4.17,47.17,10,Percent,0,Yes,47.17,Yes,No,HSW,CNDL+,PAULGAGN,,11/2/20
"11,357",,,Candle holder / candlestick,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,CNDLH,PAULGAGN,,11/2/20
"11,358",,,Candle holder / candlestick - Standard grade,0,Average,1,15,0,15,,1.45,16.45,10,Percent,0,Yes,16.45,Yes,No,HSW,CNDLH-,PAULGAGN,,11/2/20
"11,359",,,Candle holder / candlestick - High grade,0,Average,1,120,0,120,,11.63,131.63,10,Percent,0,Yes,131.63,Yes,No,HSW,CNDLH+,PAULGAGN,,11/2/20
"11,360",,,Candle warmer,0,Average,1,23,0,23,,2.23,25.23,10,Percent,0,Yes,25.23,Yes,No,HSW,CNDW,PAULGAGN,,11/2/20
"11,361",,,Candle warmer - Standard grade,0,Average,1,12,0,12,,1.16,13.16,10,Percent,0,Yes,13.16,Yes,No,HSW,CNDW-,PAULGAGN,,11/2/20
"11,362",,,Candle warmer - High grade,0,Average,1,46,0,46,,4.46,50.46,10,Percent,0,Yes,50.46,Yes,No,HSW,CNDW+,PAULGAGN,,11/2/20
"11,363",,,Coat / hat rack,0,Average,1,79,0,79,,7.66,86.66,10,Percent,0,Yes,86.66,Yes,No,HSW,COATR,PAULGAGN,,11/2/20
"11,364",,,Coat / hat rack - Standard grade,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,COATR-,PAULGAGN,,11/2/20
"11,365",,,Coat / hat rack - High grade,0,Average,1,210,0,210,,20.36,230.36,10,Percent,0,Yes,230.36,Yes,No,HSW,COATR+,PAULGAGN,,11/2/20
"11,366",,,Christmas tree - Full size,0,Average,1,220,0,220,,21.33,241.33,10,Percent,0,Yes,241.33,Yes,No,HSW,CTREF,PAULGAGN,,11/2/20
"11,367",,,Christmas tree - Full size - Standard grade,0,Average,1,80,0,80,,7.76,87.76,10,Percent,0,Yes,87.76,Yes,No,HSW,CTREF-,PAULGAGN,,11/2/20
"11,368",,,Christmas tree - Full size - High grade,0,Average,1,499,0,499,,48.38,547.38,10,Percent,0,Yes,547.38,Yes,No,HSW,CTREF+,PAULGAGN,,11/2/20
"11,369",,,Christmas tree - Mini,0,Average,1,64,0,64,,6.2,70.2,10,Percent,0,Yes,70.2,Yes,No,HSW,CTREM,PAULGAGN,,11/2/20
"11,370",,,Christmas tree - Mini - Standard grade,0,Average,1,19,0,19,,1.84,20.84,10,Percent,0,Yes,20.84,Yes,No,HSW,CTREM-,PAULGAGN,,11/2/20
"11,371",,,Christmas tree - Mini - High grade,0,Average,1,130,0,130,,12.6,142.6,10,Percent,0,Yes,142.6,Yes,No,HSW,CTREM+,PAULGAGN,,11/2/20
"11,372",,,Christmas tree - Prelit,0,Average,1,289,0,289,,28.02,317.02,10,Percent,0,Yes,317.02,Yes,No,HSW,CTREP,PAULGAGN,,11/2/20
"11,373",,,Christmas tree - Prelit - Standard grade,0,Average,1,100,0,100,,9.7,109.7,10,Percent,0,Yes,109.7,Yes,No,HSW,CTREP-,PAULGAGN,,11/2/20
"11,374",,,Christmas tree - Prelit - High grade,0,Average,1,710,0,710,,68.83,778.83,10,Percent,0,Yes,778.83,Yes,No,HSW,CTREP+,PAULGAGN,,11/2/20
"11,375",,,Curtains / drapes,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,DRAP,PAULGAGN,,11/2/20
"11,376",,,Curtains / drapes - Standard grade,0,Average,1,10,0,10,,0.97,10.97,10,Percent,0,Yes,10.97,Yes,No,HSW,DRAP-,PAULGAGN,,11/2/20
"11,377",,,Curtains / drapes - High grade,0,Average,1,90,0,90,,8.73,98.73,10,Percent,0,Yes,98.73,Yes,No,HSW,DRAP+,PAULGAGN,,11/2/20
"11,378",,,Decorative shelf / ledge,0,Average,1,47,0,47,,4.56,51.56,10,Percent,0,Yes,51.56,Yes,No,HSW,DSHL,PAULGAGN,,11/2/20
"11,379",,,Decorative shelf / ledge - Standard grade,0,Average,1,20,0,20,,1.94,21.94,10,Percent,0,Yes,21.94,Yes,No,HSW,DSHL-,PAULGAGN,,11/2/20
"11,380",,,Decorative shelf / ledge - High grade,0,Average,1,149,0,149,,14.45,163.45,10,Percent,0,Yes,163.45,Yes,No,HSW,DSHL+,PAULGAGN,,11/2/20
"11,381",,,Decorative figurine / Statue / Sculpture,0,Average,1,42,0,42,,4.07,46.07,1,Percent,0,Yes,46.07,Yes,No,HSW,FIGU,PAULGAGN,,11/2/20
"11,382",,,Decorative figurine / Statue / Sculpture - Standard grade,0,Average,1,21,0,21,,2.04,23.04,1,Percent,0,Yes,23.04,Yes,No,HSW,FIGU-,PAULGAGN,,11/2/20
"11,383",,,Decorative figurine / Statue / Sculpture - High grade,0,Average,1,80,0,80,,7.76,87.76,1,Percent,0,Yes,87.76,Yes,No,HSW,FIGU+,PAULGAGN,,11/2/20
"11,384",,,Decorative figurine / Statue / Sculpture - Premium grade,0,Average,1,150,0,150,,14.54,164.54,1,Percent,0,Yes,164.54,Yes,No,HSW,FIGU++,PAULGAGN,,11/2/20
"11,385",,,Decorative figurine / Statue / Sculpture - Deluxe grade,0,Average,1,410,0,410,,39.75,449.75,1,Percent,0,Yes,449.75,Yes,No,HSW,FIGU+++,PAULGAGN,,11/2/20
"11,386",,,Portable fireplace,0,Average,1,500,0,500,,48.48,548.48,20,Percent,0,Yes,548.48,Yes,No,HSW,FPLC,PAULGAGN,,11/2/20
"11,387",,,Portable fireplace - Standard grade,0,Average,1,199,0,199,,19.29,218.29,20,Percent,0,Yes,218.29,Yes,No,HSW,FPLC-,PAULGAGN,,11/2/20
"11,388",,,Portable fireplace - High grade,0,Average,1,"1,000.00",0,"1,000.00",,96.95,1096.95,20,Percent,0,Yes,"1,096.95",Yes,No,HSW,FPLC+,PAULGAGN,,11/2/20
"11,389",,,Fireplace log rack,0,Average,1,87,0,87,,8.43,95.43,10,Percent,0,Yes,95.43,Yes,No,HSW,FPLG,PAULGAGN,,11/2/20
"11,390",,,Fireplace log rack - Standard grade,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,FPLG-,PAULGAGN,,11/2/20
"11,391",,,Fireplace log rack - High grade,0,Average,1,175,0,175,,16.97,191.97,10,Percent,0,Yes,191.97,Yes,No,HSW,FPLG+,PAULGAGN,,11/2/20
"11,392",,,Fireplace screen,0,Average,1,139,0,139,,13.48,152.48,10,Percent,0,Yes,152.48,Yes,No,HSW,FPSC,PAULGAGN,,11/2/20
"11,393",,,Fireplace screen - Standard grade,0,Average,1,51,0,51,,4.94,55.94,10,Percent,0,Yes,55.94,Yes,No,HSW,FPSC-,PAULGAGN,,11/2/20
"11,394",,,Fireplace screen - High grade,0,Average,1,269,0,269,,26.08,295.08,10,Percent,0,Yes,295.08,Yes,No,HSW,FPSC+,PAULGAGN,,11/2/20
"11,395",,,Fireplace tool set - 3+ pc. set,0,Average,1,109,0,109,,10.57,119.57,20,Percent,0,Yes,119.57,Yes,No,HSW,FPTS,PAULGAGN,,11/2/20
"11,396",,,Fireplace tool set - 3+ pc. set - Standard grade,0,Average,1,42,0,42,,4.07,46.07,20,Percent,0,Yes,46.07,Yes,No,HSW,FPTS-,PAULGAGN,,11/2/20
"11,397",,,Fireplace tool set - 3+ pc. set - High grade,0,Average,1,250,0,250,,24.24,274.24,20,Percent,0,Yes,274.24,Yes,No,HSW,FPTS+,PAULGAGN,,11/2/20
"11,398",,,Picture frame,0,Average,1,24,0,24,,2.33,26.33,10,Percent,0,Yes,26.33,Yes,No,HSW,FRME,PAULGAGN,,11/2/20
"11,399",,,Picture frame - Standard grade,0,Average,1,10,0,10,,0.97,10.97,10,Percent,0,Yes,10.97,Yes,No,HSW,FRME-,PAULGAGN,,11/2/20
"11,400",,,Picture frame - High grade,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,FRME+,PAULGAGN,,11/2/20
"11,401",,,Picture frame - Premium grade,0,Average,1,102,0,102,,9.89,111.89,10,Percent,0,Yes,111.89,Yes,No,HSW,FRME++,PAULGAGN,,11/2/20
"11,402",,,Hamper - Laundry,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,HAMP,PAULGAGN,,11/2/20
"11,403",,,Hamper - Laundry - Standard grade,0,Average,1,13,0,13,,1.26,14.26,10,Percent,0,Yes,14.26,Yes,No,HSW,HAMP-,PAULGAGN,,11/2/20
"11,404",,,Hamper - Laundry - High grade,0,Average,1,110,0,110,,10.66,120.66,10,Percent,0,Yes,120.66,Yes,No,HSW,HAMP+,PAULGAGN,,11/2/20
"11,405",,,Clothes hanger - 10 pk.,0,Average,1,4.5,0,4.5,,0.44,4.94,10,Percent,0,Yes,4.94,Yes,No,HSW,HNG,PAULGAGN,,11/2/20
"11,406",,,Clothes hanger - 10 pk. - Standard grade,0,Average,1,2,0,2,,0.19,2.19,10,Percent,0,Yes,2.19,Yes,No,HSW,HNG-,PAULGAGN,,11/2/20
"11,407",,,Clothes hanger - 10 pk. - High grade,0,Average,1,11,0,11,,1.07,12.07,10,Percent,0,Yes,12.07,Yes,No,HSW,HNG+,PAULGAGN,,11/2/20
"11,408",,,Storage bin / Box / Cube,0,Average,1,21,0,21,,2.04,23.04,10,Percent,0,Yes,23.04,Yes,No,HSW,HOSB,PAULGAGN,,11/2/20
"11,409",,,Storage bin / Box / Cube - Standard grade,0,Average,1,8,0,8,,0.78,8.78,10,Percent,0,Yes,8.78,Yes,No,HSW,HOSB-,PAULGAGN,,11/2/20
"11,410",,,Storage bin / Box / Cube - High grade,0,Average,1,69,0,69,,6.69,75.69,10,Percent,0,Yes,75.69,Yes,No,HSW,HOSB+,PAULGAGN,,11/2/20
"11,411",,,Shoe tree / Rack / Organizer,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,HOSR,PAULGAGN,,11/2/20
"11,412",,,Shoe tree / Rack / Organizer - Standard grade,0,Average,1,15,0,15,,1.45,16.45,10,Percent,0,Yes,16.45,Yes,No,HSW,HOSR-,PAULGAGN,,11/2/20
"11,413",,,Shoe tree / Rack / Organizer - High grade,0,Average,1,79,0,79,,7.66,86.66,10,Percent,0,Yes,86.66,Yes,No,HSW,HOSR+,PAULGAGN,,11/2/20
"11,414",,,Housewares / Home decor - Enter price,0,Average,1,0,0,0,,0,0,10,Percent,0,Yes,0,Yes,No,HSW,HSW,PAULGAGN,,11/2/20
"11,415",,,Clocks - Enter price,0,Average,1,0,0,0,,0,0,20,Percent,0,Yes,0,Yes,No,HSW,HSWC,PAULGAGN,,11/2/20
"11,416",,,Fireplaces - Enter price,0,Average,1,0,0,0,,0,0,20,Percent,0,Yes,0,Yes,No,HSW,HSWF,PAULGAGN,,11/2/20
"11,417",,,Figurines - Enter price,0,Average,1,0,0,0,,0,0,1,Percent,0,Yes,0,Yes,No,HSW,HSWFG,PAULGAGN,,11/2/20
"11,418",,,Mirrors - Enter price,0,Average,1,0,0,0,,0,0,20,Percent,0,Yes,0,Yes,No,HSW,HSWM,PAULGAGN,,11/2/20
"11,419",,,Ironing board cover,0,Average,1,18,0,18,,1.75,19.75,10,Percent,0,Yes,19.75,Yes,No,HSW,IBCV,PAULGAGN,,11/2/20
"11,420",,,Ironing board cover - Standard grade,0,Average,1,11,0,11,,1.07,12.07,10,Percent,0,Yes,12.07,Yes,No,HSW,IBCV-,PAULGAGN,,11/2/20
"11,421",,,Ironing board cover - High grade,0,Average,1,32,0,32,,3.1,35.1,10,Percent,0,Yes,35.1,Yes,No,HSW,IBCV+,PAULGAGN,,11/2/20
"11,422",,,Ironing board,0,Average,1,42,0,42,,4.07,46.07,10,Percent,0,Yes,46.07,Yes,No,HSW,IBRD,PAULGAGN,,11/2/20
"11,423",,,Ironing board - Standard grade,0,Average,1,16,0,16,,1.55,17.55,10,Percent,0,Yes,17.55,Yes,No,HSW,IBRD-,PAULGAGN,,11/2/20
"11,424",,,Ironing board - High grade,0,Average,1,100,0,100,,9.7,109.7,10,Percent,0,Yes,109.7,Yes,No,HSW,IBRD+,PAULGAGN,,11/2/20
"11,425",,,Jewelry box / storage,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,JWLS,PAULGAGN,,11/2/20
"11,426",,,Jewelry box / storage - Standard grade,0,Average,1,18,0,18,,1.75,19.75,10,Percent,0,Yes,19.75,Yes,No,HSW,JWLS-,PAULGAGN,,11/2/20
"11,427",,,Jewelry box / storage - High grade,0,Average,1,70,0,70,,6.79,76.79,10,Percent,0,Yes,76.79,Yes,No,HSW,JWLS+,PAULGAGN,,11/2/20
"11,428",,,Jewelry box / storage - Premium grade,0,Average,1,185,0,185,,17.94,202.94,10,Percent,0,Yes,202.94,Yes,No,HSW,JWLS++,PAULGAGN,,11/2/20
"11,429",,,Laundry basket,0,Average,1,15,0,15,,1.45,16.45,10,Percent,0,Yes,16.45,Yes,No,HSW,LBSK,PAULGAGN,,11/2/20
"11,430",,,Laundry basket - Standard grade,0,Average,1,6,0,6,,0.58,6.58,10,Percent,0,Yes,6.58,Yes,No,HSW,LBSK-,PAULGAGN,,11/2/20
"11,431",,,Laundry basket - High grade,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,LBSK+,PAULGAGN,,11/2/20
"11,432",,,Desk lamp,0,Average,1,53,0,53,,5.14,58.14,10,Percent,0,Yes,58.14,Yes,No,HSW,LMPD,PAULGAGN,,11/2/20
"11,433",,,Desk lamp - Standard grade,0,Average,1,18,0,18,,1.75,19.75,10,Percent,0,Yes,19.75,Yes,No,HSW,LMPD-,PAULGAGN,,11/2/20
"11,434",,,Desk lamp - High grade,0,Average,1,155,0,155,,15.03,170.03,10,Percent,0,Yes,170.03,Yes,No,HSW,LMPD+,PAULGAGN,,11/2/20
"11,435",,,Floor lamp / torchiere,0,Average,1,160,0,160,,15.51,175.51,10,Percent,0,Yes,175.51,Yes,No,HSW,LMPF,PAULGAGN,,11/2/20
"11,436",,,Floor lamp / torchiere - Standard grade,0,Average,1,60,0,60,,5.82,65.82,10,Percent,0,Yes,65.82,Yes,No,HSW,LMPF-,PAULGAGN,,11/2/20
"11,437",,,Floor lamp / torchiere - High grade,0,Average,1,350,0,350,,33.93,383.93,10,Percent,0,Yes,383.93,Yes,No,HSW,LMPF+,PAULGAGN,,11/2/20
"11,438",,,Lamp set,0,Average,1,130,0,130,,12.6,142.6,10,Percent,0,Yes,142.6,Yes,No,HSW,LMPS,PAULGAGN,,11/2/20
"11,439",,,Lamp set - Standard grade,0,Average,1,60,0,60,,5.82,65.82,10,Percent,0,Yes,65.82,Yes,No,HSW,LMPS-,PAULGAGN,,11/2/20
"11,440",,,Lamp set - High grade,0,Average,1,180,0,180,,17.45,197.45,10,Percent,0,Yes,197.45,Yes,No,HSW,LMPS+,PAULGAGN,,11/2/20
"11,441",,,Lamp set - Premium grade,0,Average,1,300,0,300,,29.09,329.09,10,Percent,0,Yes,329.09,Yes,No,HSW,LMPS++,PAULGAGN,,11/2/20
"11,442",,,Table lamp,0,Average,1,89,0,89,,8.63,97.63,10,Percent,0,Yes,97.63,Yes,No,HSW,LMPT,PAULGAGN,,11/2/20
"11,443",,,Table lamp - Standard grade,0,Average,1,29,0,29,,2.81,31.81,10,Percent,0,Yes,31.81,Yes,No,HSW,LMPT-,PAULGAGN,,11/2/20
"11,444",,,Table lamp - High grade,0,Average,1,169,0,169,,16.38,185.38,10,Percent,0,Yes,185.38,Yes,No,HSW,LMPT+,PAULGAGN,,11/2/20
"11,445",,,Table lamp - Premium grade,0,Average,1,240,0,240,,23.27,263.27,10,Percent,0,Yes,263.27,Yes,No,HSW,LMPT++,PAULGAGN,,11/2/20
"11,446",,,Table lamp - Deluxe grade,0,Average,1,400,0,400,,38.78,438.78,10,Percent,0,Yes,438.78,Yes,No,HSW,LMPT+++,PAULGAGN,,11/2/20
"11,447",,,Lamp shade,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,LMS,PAULGAGN,,11/2/20
"11,448",,,Lamp shade - Standard grade,0,Average,1,13,0,13,,1.26,14.26,10,Percent,0,Yes,14.26,Yes,No,HSW,LMS-,PAULGAGN,,11/2/20
"11,449",,,Lamp shade - High grade,0,Average,1,67,0,67,,6.5,73.5,10,Percent,0,Yes,73.5,Yes,No,HSW,LMS+,PAULGAGN,,11/2/20
"11,450",,,Laundry sorter,0,Average,1,45,0,45,,4.36,49.36,10,Percent,0,Yes,49.36,Yes,No,HSW,LSRT,PAULGAGN,,11/2/20
"11,451",,,Laundry sorter - Standard grade,0,Average,1,20,0,20,,1.94,21.94,10,Percent,0,Yes,21.94,Yes,No,HSW,LSRT-,PAULGAGN,,11/2/20
"11,452",,,Laundry sorter - High grade,0,Average,1,83,0,83,,8.05,91.05,10,Percent,0,Yes,91.05,Yes,No,HSW,LSRT+,PAULGAGN,,11/2/20
"11,453",,,Large storage bin / container / tote,0,Average,1,18,0,18,,1.75,19.75,10,Percent,0,Yes,19.75,Yes,No,HSW,LSTBN,PAULGAGN,,11/2/20
"11,454",,,Large storage bin / container / tote - Standard grade,0,Average,1,8,0,8,,0.78,8.78,10,Percent,0,Yes,8.78,Yes,No,HSW,LSTBN-,PAULGAGN,,11/2/20
"11,455",,,Large storage bin / container / tote - High grade,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,LSTBN+,PAULGAGN,,11/2/20
"11,456",,,Magazine rack,0,Average,1,66,0,66,,6.4,72.4,10,Percent,0,Yes,72.4,Yes,No,HSW,MAGZR,PAULGAGN,,11/2/20
