#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date,Unit Location,Note 1,Source Name
191,MENS_ROOM2,Mens Room,Apply anti-microbial agent to the surface area,5.00,Average,98.83,32.61,0.00,0.33,Building,0.35,$39.56,0.00,Age/Condition,0.00,Yes,39.56,Yes,No,WTR,GRM,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
192,MENS_ROOM2,Mens Room,Tear out baseboard,5.00,Average,16.58,10.45,0.00,0.63,Building,0.00,$12.55,0.00,Age/Condition,0.00,Yes,12.55,Yes,No,WTR,BASE,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
193,MENS_ROOM2,Mens Room,"Baseboard - 4 1/4""",33.00,Average,16.58,89.03,0.00,5.37,Building,3.09,$110.54,150.00,Age/Condition,19.59,Yes,90.95,Yes,No,FNC,B4,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
194,MENS_ROOM2,Mens Room,Toilet - Detach & reset,33.00,Average,2.00,608.88,0.00,304.44,Building,1.18,$732.08,0.00,Age/Condition,0.00,Yes,732.08,Yes,No,PLM,TLTRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
195,MENS_ROOM2,Mens Room,Urinal - Detach & reset,33.00,Average,1.00,439.69,0.00,439.69,Building,0.00,$527.63,0.00,Age/Condition,0.00,Yes,527.63,Yes,No,PLM,URRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
196,MENS_ROOM2,Mens Room,Handicap grab bar - Detach & reset,5.00,Average,2.00,84.74,0.00,42.37,Building,0.00,$101.68,0.00,Age/Condition,0.00,Yes,101.68,Yes,No,TBA,GBARRS,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
197,MENS_ROOM2,Mens Room,Clean stud wall - Heavy,5.00,Average,98.83,135.40,0.00,1.37,Building,0.14,$162.64,0.00,Age/Condition,0.00,Yes,162.64,Yes,No,CLN,STD+,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
198,MENS_ROOM2,Mens Room,Seal/prime then paint the walls twice (3 coats),5.00,Average,600.36,948.57,0.00,1.58,Building,15.55,"$1,156.96",15.00,Age/Condition,316.19,Yes,840.77,Yes,No,PNT,SP2,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,Price List Item
199,MENS_ROOM2,Mens Room,Seal & paint baseboard - two coats,5.00,Average,56.37,99.77,0.00,1.77,Building,0.51,$120.34,15.00,Age/Condition,33.26,Yes,87.08,Yes,No,PNT,B1SP,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
200,MENS_ROOM2,Mens Room,"Mask and prep for paint - plastic, paper, tape (per LF)",5.00,Average,67.37,109.14,0.00,1.62,Building,1.27,$132.49,15.00,Age/Condition,36.38,Yes,96.11,Yes,No,PNT,MASKLF,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,
201,MENS_ROOM2,Mens Room,Floor protection - plastic and tape - 10 mil,5.00,Average,85.64,29.97,0.00,0.35,Building,0.72,$36.83,15.00,Age/Condition,9.99,Yes,26.84,Yes,No,PNT,MASKSF>,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
202,MENS_ROOM2,Mens Room,Clean floor - tile - Heavy clean,5.00,Average,85.64,90.78,0.00,1.06,Building,0.36,$109.38,0.00,Age/Condition,0.00,Yes,109.38,Yes,No,CLN,FCT+,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
203,MENS_ROOM2,Mens Room,Grout sealer,5.00,Average,85.64,96.77,0.00,1.13,Building,0.96,$117.29,2.00,Age/Condition,48.39,Yes,68.90,Yes,No,FCT,SEALG,PAULGAGN,,2022-10-20,RWGC_20MARSH_CLUB,,
204,MENS_ROOM2,Mens Room,Final cleaning - construction - Commercial,5.00,Average,85.64,22.27,0.00,0.26,Building,0.00,$26.73,0.00,Age/Condition,0.00,Yes,26.73,Yes,No,CLN,FINALC,PAULGAGN,,2022-10-19,RWGC_20MARSH_CLUB,,Price List Item
