#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"6,138",,,"Metal studding - 2 1/2"" wide - 8"" OC - Labor only",0.00,Average,0.00,0.00,0.00,5.26,SF,,Remove and Replace,1.51,0.74,2.92,0.09,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL28,PAULGAGN,,11/2/2020
"6,139",,,"Metal studding - 3 5/8"" wide - 16"" OC - Labor only",0.00,Average,0.00,0.00,0.00,3.57,SF,,Remove and Replace,1.04,0.52,1.96,0.05,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL4,PAULGAGN,,11/2/2020
"6,140",,,"Metal studding - 3 5/8"" wide - 24"" OC - Labor only",0.00,Average,0.00,0.00,0.00,3.09,SF,,Remove and Replace,0.91,0.46,1.68,0.04,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL4<,PAULGAGN,,11/2/2020
"6,141",,,"Metal studding - 3 5/8"" wide - 12"" OC - Labor only",0.00,Average,0.00,0.00,0.00,4.22,SF,,Remove and Replace,1.21,0.61,2.33,0.07,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL4>,PAULGAGN,,11/2/2020
"6,142",,,"Metal studding - 3 5/8"" wide - 4"" OC - Labor only",0.00,Average,0.00,0.00,0.00,9.46,SF,,Remove and Replace,2.68,1.31,5.30,0.17,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL44,PAULGAGN,,11/2/2020
"6,143",,,"Metal studding - 3 5/8"" wide - 8"" OC - Labor only",0.00,Average,0.00,0.00,0.00,5.62,SF,,Remove and Replace,1.60,0.79,3.14,0.09,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL48,PAULGAGN,,11/2/2020
"6,144",,,"Metal studding - 6"" wide - 16"" OC - Labor only",0.00,Average,0.00,0.00,0.00,3.81,SF,,Remove and Replace,1.11,0.56,2.09,0.05,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL6,PAULGAGN,,11/2/2020
"6,145",,,"Metal studding - 6"" wide - 24"" OC - Labor only",0.00,Average,0.00,0.00,0.00,3.31,SF,,Remove and Replace,0.98,0.49,1.80,0.04,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL6<,PAULGAGN,,11/2/2020
"6,146",,,"Metal studding - 6"" wide - 12"" OC - Labor only",0.00,Average,0.00,0.00,0.00,4.47,SF,,Remove and Replace,1.29,0.65,2.46,0.07,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL6>,PAULGAGN,,11/2/2020
"6,147",,,"Metal studding - 6"" wide - 4"" OC - Labor only",0.00,Average,0.00,0.00,0.00,10.03,SF,,Remove and Replace,2.85,1.40,5.61,0.17,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL64,PAULGAGN,,11/2/2020
"6,148",,,"Metal studding - 6"" wide - 8"" OC - Labor only",0.00,Average,0.00,0.00,0.00,5.91,SF,,Remove and Replace,1.70,0.84,3.28,0.09,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTL68,PAULGAGN,,11/2/2020
"6,149",,,"Metal studding - Track - 2 1/2"" wide - 25 ga. - mat. only",0.00,Average,0.00,0.00,0.00,1.11,LF,,Replace,0.00,0.00,0.00,1.11,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR2,PAULGAGN,,11/2/2020
"6,150",,,"Metal studding - Track - 2 1/2"" wide - 20 ga. - mat. only",0.00,Average,0.00,0.00,0.00,1.27,LF,,Replace,0.00,0.00,0.00,1.27,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR2+,PAULGAGN,,11/2/2020
"6,151",,,"Metal studding - Track - 3 5/8"" wide - 25 ga. - mat. only",0.00,Average,0.00,0.00,0.00,1.41,LF,,Replace,0.00,0.00,0.00,1.41,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR4,PAULGAGN,,11/2/2020
"6,152",,,"Metal studding - Track - 3 5/8"" wide - 20 ga. - mat. only",0.00,Average,0.00,0.00,0.00,1.70,LF,,Replace,0.00,0.00,0.00,1.70,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR4+,PAULGAGN,,11/2/2020
"6,153",,,"Metal studding - Track - 6"" wide - 25 gauge- material only",0.00,Average,0.00,0.00,0.00,1.77,LF,,Replace,0.00,0.00,0.00,1.77,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR6,PAULGAGN,,11/2/2020
"6,154",,,"Metal studding - Track - 6"" wide - 20 gauge- material only",0.00,Average,0.00,0.00,0.00,2.08,LF,,Replace,0.00,0.00,0.00,2.08,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTR6+,PAULGAGN,,11/2/2020
"6,155",,,"Metal stud - 2 1/2"" wide - 25 gauge - material only",0.00,Average,0.00,0.00,0.00,1.22,LF,,Replace,0.00,0.00,0.00,1.22,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT2,PAULGAGN,,11/2/2020
"6,156",,,"Metal stud - 2 1/2"" wide - 20 gauge - material only",0.00,Average,0.00,0.00,0.00,1.38,LF,,Replace,0.00,0.00,0.00,1.38,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT2+,PAULGAGN,,11/2/2020
"6,157",,,"Metal stud - 3 5/8"" wide - 25 gauge - material only",0.00,Average,0.00,0.00,0.00,1.43,LF,,Replace,0.00,0.00,0.00,1.43,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT4,PAULGAGN,,11/2/2020
"6,158",,,"Metal stud - 3 5/8"" wide - 20 gauge - material only",0.00,Average,0.00,0.00,0.00,1.82,LF,,Replace,0.00,0.00,0.00,1.82,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT4+,PAULGAGN,,11/2/2020
"6,159",,,"Metal stud - 6"" wide - 25 gauge - material only",0.00,Average,0.00,0.00,0.00,1.82,LF,,Replace,0.00,0.00,0.00,1.82,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT6,PAULGAGN,,11/2/2020
"6,160",,,"Metal stud - 6"" wide - 20 gauge - material only",0.00,Average,0.00,0.00,0.00,2.69,LF,,Replace,0.00,0.00,0.00,2.69,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,MSTT6+,PAULGAGN,,11/2/2020
"6,161",,,"Drywall patch / small repair, ready for paint",0.00,Average,1.00,133.70,0.00,133.70,EA,,Replace,34.95,16.41,77.96,4.38,0.00,0.00,DRYMN-A,0.35,160.87,150.00,Percent,0.00,Yes,160.87,Yes,No,DRY,PATCH,PAULGAGN,,11/2/2020
"6,162",,,Tape joint for new to existing drywall - per LF,0.00,Average,0.00,0.00,0.00,14.80,LF,,Replace,3.88,1.82,8.66,0.44,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,PATCHJ,PAULGAGN,,11/2/2020
"6,163",,,Drywall tape joint/repair - per LF,0.00,Average,0.00,0.00,0.00,13.69,LF,,Replace,3.59,1.68,8.00,0.42,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,PATCHLF,PAULGAGN,,11/2/2020
"6,164",,,"Radiant heat - 1/2"" double layer drywall (wire not incl.)",0.00,Average,0.00,0.00,0.00,9.14,SF,,Remove and Replace,2.27,1.11,4.48,1.28,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,RADIANT,PAULGAGN,,11/2/2020
"6,165",,,"Resilient channel (for sound) - 16"" oc",0.00,Average,0.00,0.00,0.00,2.69,SF,,Remove and Replace,0.76,0.40,1.26,0.27,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,RC,PAULGAGN,,11/2/2020
"6,166",,,"Resilient channel (for sound) - 24"" oc",0.00,Average,0.00,0.00,0.00,2.01,SF,,Remove and Replace,0.57,0.30,0.96,0.18,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,RC>,PAULGAGN,,11/2/2020
"6,167",,,Add for bullnose (rounded) corners,0.00,Average,0.00,0.00,0.00,0.36,SF,,Replace,0.09,0.04,0.20,0.03,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,RND,PAULGAGN,,11/2/2020
"6,168",,,Add for bullnose (rounded) corners - per LF,0.00,Average,0.00,0.00,0.00,6.11,LF,,Replace,1.40,0.66,3.12,0.93,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,RNDLF,PAULGAGN,,11/2/2020
"6,169",,,Suspended grid system for drywall,0.00,Average,0.00,0.00,0.00,6.09,SF,,Remove and Replace,1.53,0.76,2.94,0.86,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,SG,PAULGAGN,,11/2/2020
"6,170",,,Shaft wall - 2 hour fire rated,0.00,Average,0.00,0.00,0.00,27.09,SF,,Remove and Replace,5.91,2.86,12.20,6.12,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,SHAFT,PAULGAGN,,11/2/2020
"6,171",,,Texture drywall - light hand texture,0.00,Average,0.00,0.00,0.00,1.62,SF,,Replace,0.41,0.19,0.92,0.10,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEX,PAULGAGN,,11/2/2020
"6,172",,,Texture drywall - machine,0.00,Average,0.00,0.00,0.00,1.08,SF,,Replace,0.27,0.13,0.60,0.05,0.03,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEX-,PAULGAGN,,11/2/2020
"6,173",,,Texture drywall - heavy hand texture,0.00,Average,0.00,0.00,0.00,2.15,SF,,Replace,0.52,0.24,1.16,0.23,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEX+,PAULGAGN,,11/2/2020
"6,174",,,Texture drywall - smooth / skim coat,0.00,Average,0.00,0.00,0.00,2.42,SF,,Replace,0.61,0.29,1.36,0.16,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEX++,PAULGAGN,,11/2/2020
"6,175",,,Add on cost to mix PVA sealer with drywall joint compound,0.00,Average,0.00,0.00,0.00,0.03,SF,,Replace,0.00,0.00,0.00,0.03,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEXAD,PAULGAGN,,11/2/2020
"6,176",,,Texture drywall - machine - knockdown,0.00,Average,0.00,0.00,0.00,1.54,SF,,Replace,0.39,0.18,0.87,0.05,0.05,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,TEXMK,PAULGAGN,,11/2/2020
"6,177",,,Fill holes created by wall cavity drying,0.00,Average,1.00,3.69,0.00,3.69,EA,,Replace,0.99,0.46,2.21,0.03,0.00,0.00,DRYMN-A,0.00,4.43,0.00,Percent,0.00,Yes,4.43,Yes,No,DRY,WALLF,PAULGAGN,,11/2/2020
"6,178",,,"Add on cost for 5/8"" water resistant drywall - Commercial",0.00,Average,0.00,0.00,0.00,0.07,SF,,Replace,0.00,0.00,0.00,0.07,0.00,0.00,None,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,WRADD,PAULGAGN,,11/2/2020
"6,179",,,"Z channel, 16"" OC",0.00,Average,0.00,0.00,0.00,3.30,SF,,Remove and Replace,0.81,0.42,1.34,0.73,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,ZC,PAULGAGN,,11/2/2020
"6,180",,,"Z channel, 24"" OC",0.00,Average,0.00,0.00,0.00,2.43,SF,,Remove and Replace,0.61,0.31,1.01,0.50,0.00,0.00,DRYMN-A,0.00,0,150.00,Percent,0.00,Yes,0.00,Yes,No,DRY,ZC>,PAULGAGN,,11/2/2020
"6,181",,,AM/FM antenna - High grade,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,ELC,ANTEN+,PAULGAGN,,11/2/2020
"6,182",,,Two-way radio / Walkie talkie,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,ELC,2WRAD,PAULGAGN,,11/2/2020
"6,183",,,Two-way radio / Walkie talkie - Standard grade,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,2WRAD-,PAULGAGN,,11/2/2020
"6,184",,,Two-way radio / Walkie talkie - High grade,0.00,Average,1.00,180.00,0.00,180.00,EA,,Replace,0.00,0.00,0.00,180.00,0.00,0.00,None,14.40,194.4,10.00,Percent,0.00,Yes,194.40,Yes,No,ELC,2WRAD+,PAULGAGN,,11/2/2020
"6,185",,,Appearance allowance - ELC - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,ELC,ALLOW,PAULGAGN,,11/2/2020
"6,186",,,Automotive amplifier,0.00,Average,1.00,140.00,0.00,140.00,EA,,Replace,0.00,0.00,0.00,140.00,0.00,0.00,None,11.20,151.2,10.00,Percent,0.00,Yes,151.20,Yes,No,ELC,AMP,PAULGAGN,,11/2/2020
"6,187",,,Automotive amplifier - Standard grade,0.00,Average,1.00,70.00,0.00,70.00,EA,,Replace,0.00,0.00,0.00,70.00,0.00,0.00,None,5.60,75.6,10.00,Percent,0.00,Yes,75.60,Yes,No,ELC,AMP-,PAULGAGN,,11/2/2020
"6,188",,,Automotive amplifier - High grade,0.00,Average,1.00,330.00,0.00,330.00,EA,,Replace,0.00,0.00,0.00,330.00,0.00,0.00,None,26.40,356.4,10.00,Percent,0.00,Yes,356.40,Yes,No,ELC,AMP+,PAULGAGN,,11/2/2020
"6,189",,,AM/FM antenna,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,ANTEN,PAULGAGN,,11/2/2020
"6,190",,,AM/FM antenna - Standard grade,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,12.00,0.00,0.00,None,0.96,12.96,10.00,Percent,0.00,Yes,12.96,Yes,No,ELC,ANTEN-,PAULGAGN,,11/2/2020
"6,191",,,Coaxial cable 6 ft,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,12.00,0.00,0.00,None,0.96,12.96,10.00,Percent,0.00,Yes,12.96,Yes,No,ELC,AVCC,PAULGAGN,,11/2/2020
"6,192",,,Coaxial cable 3 ft,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVCC-,PAULGAGN,,11/2/2020
"6,193",,,Coaxial cable 12 ft,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCC+,PAULGAGN,,11/2/2020
"6,194",,,Coaxial cable 25 ft,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,ELC,AVCC++,PAULGAGN,,11/2/2020
"6,195",,,Coaxial cable 50 ft,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCC+++,PAULGAGN,,11/2/2020
"6,196",,,Extension cord 12 ft,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCE,PAULGAGN,,11/2/2020
"6,197",,,Extension cord 6 ft,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCE-,PAULGAGN,,11/2/2020
"6,198",,,Extension cord 25 ft,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,AVCE+,PAULGAGN,,11/2/2020
"6,199",,,Extension cord 50 ft,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,AVCE++,PAULGAGN,,11/2/2020
"6,200",,,Firewire cable 6 ft,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCF,PAULGAGN,,11/2/2020
"6,201",,,Firewire cable 3 ft,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,12.00,0.00,0.00,None,0.96,12.96,10.00,Percent,0.00,Yes,12.96,Yes,No,ELC,AVCF-,PAULGAGN,,11/2/2020
"6,202",,,Firewire cable 12 ft,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCF+,PAULGAGN,,11/2/2020
"6,203",,,Firewire cable 25 ft,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,AVCF++,PAULGAGN,,11/2/2020
"6,204",,,Gender changer adapter,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,AVCG,PAULGAGN,,11/2/2020
"6,205",,,HDMI cable,0.00,Average,1.00,19.00,0.00,19.00,EA,,Replace,0.00,0.00,0.00,19.00,0.00,0.00,None,1.52,20.52,10.00,Percent,0.00,Yes,20.52,Yes,No,ELC,AVCH,PAULGAGN,,11/2/2020
"6,206",,,HDMI cable - Standard grade,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVCH-,PAULGAGN,,11/2/2020
"6,207",,,HDMI cable - High grade,0.00,Average,1.00,110.00,0.00,110.00,EA,,Replace,0.00,0.00,0.00,110.00,0.00,0.00,None,8.80,118.8,10.00,Percent,0.00,Yes,118.80,Yes,No,ELC,AVCH+,PAULGAGN,,11/2/2020
"6,208",,,Component cable,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,ELC,AVCM,PAULGAGN,,11/2/2020
"6,209",,,Component cable - Standard grade,0.00,Average,1.00,9.00,0.00,9.00,EA,,Replace,0.00,0.00,0.00,9.00,0.00,0.00,None,0.72,9.72,10.00,Percent,0.00,Yes,9.72,Yes,No,ELC,AVCM-,PAULGAGN,,11/2/2020
"6,210",,,Component cable - High grade,0.00,Average,1.00,50.00,0.00,50.00,EA,,Replace,0.00,0.00,0.00,50.00,0.00,0.00,None,4.00,54,10.00,Percent,0.00,Yes,54.00,Yes,No,ELC,AVCM+,PAULGAGN,,11/2/2020
"6,211",,,Fiber optic cable 6 ft,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,AVCO,PAULGAGN,,11/2/2020
"6,212",,,Fiber optic cable 3 ft,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCO-,PAULGAGN,,11/2/2020
"6,213",,,Fiber optic cable 12 ft,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,AVCO+,PAULGAGN,,11/2/2020
"6,214",,,Fiber optic cable 25 ft,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,AVCO++,PAULGAGN,,11/2/2020
"6,215",,,3.5mm stereo cable 6 ft,0.00,Average,1.00,10.00,0.00,10.00,EA,,Replace,0.00,0.00,0.00,10.00,0.00,0.00,None,0.80,10.8,10.00,Percent,0.00,Yes,10.80,Yes,No,ELC,AVCP,PAULGAGN,,11/2/2020
"6,216",,,3.5mm stereo cable 3 ft,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVCP-,PAULGAGN,,11/2/2020
"6,217",,,3.5mm stereo cable 12 ft,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,12.00,0.00,0.00,None,0.96,12.96,10.00,Percent,0.00,Yes,12.96,Yes,No,ELC,AVCP+,PAULGAGN,,11/2/2020
"6,218",,,3.5mm stereo cable 25 ft,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCP++,PAULGAGN,,11/2/2020
"6,219",,,3.5mm stereo cable 50 ft,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,ELC,AVCP+++,PAULGAGN,,11/2/2020
"6,220",,,RCA cable 6 ft,0.00,Average,1.00,10.00,0.00,10.00,EA,,Replace,0.00,0.00,0.00,10.00,0.00,0.00,None,0.80,10.8,10.00,Percent,0.00,Yes,10.80,Yes,No,ELC,AVCR,PAULGAGN,,11/2/2020
"6,221",,,RCA cable 3 ft,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVCR-,PAULGAGN,,11/2/2020
"6,222",,,RCA cable 12 ft,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCR+,PAULGAGN,,11/2/2020
"6,223",,,RCA cable 25 ft,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCR++,PAULGAGN,,11/2/2020
"6,224",,,RCA cable 50 ft,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,AVCR+++,PAULGAGN,,11/2/2020
"6,225",,,Speaker wire 18 gauge - 50 ft spool,0.00,Average,1.00,10.00,0.00,10.00,EA,,Replace,0.00,0.00,0.00,10.00,0.00,0.00,None,0.80,10.8,10.00,Percent,0.00,Yes,10.80,Yes,No,ELC,AVCW,PAULGAGN,,11/2/2020
"6,226",,,Speaker wire 20 gauge - 50 ft spool,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVCW-,PAULGAGN,,11/2/2020
"6,227",,,Speaker wire 16 gauge - 50 ft spool,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,12.00,0.00,0.00,None,0.96,12.96,10.00,Percent,0.00,Yes,12.96,Yes,No,ELC,AVCW+,PAULGAGN,,11/2/2020
"6,228",,,Speaker wire 14 gauge - 50 ft spool,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVCW++,PAULGAGN,,11/2/2020
"6,229",,,Speaker wire 12 gauge - 50 ft spool,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,AVCW+++,PAULGAGN,,11/2/2020
"6,230",,,CD & DVD Case / Wallet,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,AVDW,PAULGAGN,,11/2/2020
"6,231",,,CD & DVD Case / Wallet - Standard grade,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,AVDW-,PAULGAGN,,11/2/2020
"6,232",,,CD & DVD Case / Wallet - High grade,0.00,Average,1.00,38.00,0.00,38.00,EA,,Replace,0.00,0.00,0.00,38.00,0.00,0.00,None,3.04,41.04,10.00,Percent,0.00,Yes,41.04,Yes,No,ELC,AVDW+,PAULGAGN,,11/2/2020
"6,233",,,Audio / Video receiver,0.00,Average,1.00,440.00,0.00,440.00,EA,,Replace,0.00,0.00,0.00,440.00,0.00,0.00,None,35.20,475.2,10.00,Percent,0.00,Yes,475.20,Yes,No,ELC,AVR,PAULGAGN,,11/2/2020
