#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Source Name,Date,Note 1,ADJ_SOURCE
"1,736",UNIT_9_ENTR2,Unit 9- Entry,"Baseboard - 3 1/4""",0.00,Average,34.58,157.68,0.00,4.56,LF,Dwelling,Replace,0.69,0.32,1.47,2.08,0.00,0.00,FNCMN-A,5.04,195.26,150.00,Percent,21.16,Yes,174.10,Yes,No,FNC,B3,CBODDENC,,,11/24/24,,
"1,737",UNIT_9_ENTR2,Unit 9- Entry,Paint baseboard - two coats,0.00,Average,39.58,68.87,0.00,1.74,LF,Dwelling,Replace,0.42,0.21,0.93,0.18,0.00,0.00,PNTMN-A,0.50,83.25,15.00,Percent,11.80,Yes,71.45,Yes,No,PNT,B2,CBODDENC,,,11/24/24,,
"1,739",UNIT_9_ENTR2,Unit 9- Entry,"Door opening (jamb & casing) - 32""to36""wide - paint grade",0.00,Average,1.00,212.76,0.00,212.76,EA,Dwelling,Remove and Replace,20.65,9.98,42.99,139.14,0.00,0.00,FNCMN-A,9.74,266.98,150.00,Percent,32.02,Yes,234.96,Yes,No,FNC,DOP,CBODDENC,,,11/25/24,,
"1,740",UNIT_9_ENTR2,Unit 9- Entry,Prime & paint door slab only - exterior (per side),0.00,Average,2.00,108.60,0.00,54.30,EA,Dwelling,Replace,10.19,5.11,22.39,16.61,0.00,0.00,PNTMN-A,2.33,133.11,15.00,Percent,18.86,Yes,114.25,Yes,No,PNT,XDOR,CBODDENC,,,11/25/24,,
"1,741",UNIT_9_ENTR2,Unit 9- Entry,Paint door/window trim & jamb - 2 coats (per side),0.00,Average,2.00,76.46,0.00,38.23,EA,Dwelling,Replace,8.62,4.32,18.94,6.35,0.00,0.00,PNTMN-A,0.89,92.83,15.00,Percent,13.15,Yes,79.68,Yes,No,PNT,DORT,CBODDENC,,Price List Item,11/25/24,,
"1,743",UNIT_9_ENTR2,Unit 9- Entry,Storm door assembly,0.00,Average,1.00,364.93,0.00,364.93,EA,Dwelling,Remove and Replace,42.47,20.71,87.55,214.20,0.00,0.00,DORMN-A,14.99,455.92,40.00,Percent,53.19,Yes,402.73,Yes,No,DOR,STRMD,CBODDENC,,,11/25/24,,
"1,744",UNIT_9_ENTR2,Unit 9- Entry,Prime & paint/finish storm door assembly,0.00,Average,1.00,53.19,0.00,53.19,EA,Dwelling,Replace,10.29,5.15,22.59,15.16,0.00,0.00,PNTMN-A,1.06,65.11,15.00,Percent,9.22,Yes,55.89,Yes,No,PNT,STRMD,CBODDENC,,,11/25/24,,
"1,745",UNIT_9_ENTR2,Unit 9- Entry,"Casing - 3 1/4"" MDF w/detail",0.00,Average,20.00,93.80,0.00,4.69,LF,Dwelling,Remove and Replace,0.58,0.30,1.15,2.66,0.00,0.00,FNCMN-A,3.72,117.02,150.00,Percent,10.78,Yes,106.24,Yes,No,FNC,CAM>+,CBODDENC,,Price List Item,11/25/24,decorative cased opening to hallway,
"1,746",UNIT_9_ENTR2,Unit 9- Entry,Paint casing - two coats,0.00,Average,20.00,35.20,0.00,1.76,LF,Dwelling,Replace,0.42,0.21,0.93,0.20,0.00,0.00,PNTMN-A,0.28,42.58,15.00,Percent,6.03,Yes,36.55,Yes,No,PNT,C2,CBODDENC,,,11/25/24,,
"1,747",UNIT_9_ENTR2,Unit 9- Entry,Cabinetry - lower (base) units - High grade,0.00,Average,2.00,676.60,0.00,338.30,LF,Dwelling,Remove and Replace,17.18,8.39,35.36,277.37,0.00,0.00,CABMN-A,38.83,858.51,50.00,Percent,90.20,Yes,768.31,Yes,No,CAB,LOW+,CBODDENC,,Price List Item,11/25/24,high grade cab with modern detail,
"1,748",UNIT_9_ENTR2,Unit 9- Entry,Countertop - flat laid plastic laminate,0.00,Average,4.00,215.44,0.00,53.86,LF,Dwelling,Remove and Replace,6.68,3.32,13.49,30.37,0.00,0.00,CABMN-A,8.50,268.72,15.00,Percent,21.90,Yes,246.82,Yes,No,CAB,CTFL,CBODDENC,,Price List Item,11/25/24,,
"1,749",UNIT_9_ENTR2,Unit 9- Entry,Cabinetry - full height unit - High grade,0.00,Average,2.00,890.60,0.00,445.30,LF,Dwelling,Remove and Replace,21.54,10.50,44.39,368.87,0.00,0.00,CABMN-A,51.64,1130.68,50.00,Percent,137.46,Yes,993.22,Yes,No,CAB,FH+,CBODDENC,,Price List Item,11/25/24,,
"3,508",UNIT_9_ENTR2,Unit 9- Entry,Door peep hole,0.00,Average,2.00,56.60,0.00,28.30,EA,Dwelling,Remove and Replace,5.89,2.92,7.70,11.79,0.00,0.00,FNHMN-A,1.65,69.91,20.00,Percent,4.82,Yes,65.09,Yes,No,FNH,PEEP,CBODDENC,,,1/13/25,,SUP
"3,510",UNIT_9_ENTR2,Unit 9- Entry,Exterior door - metal - insulated / wood - High grade,0.00,Average,1.00,963.64,0.00,963.64,EA,Dwelling,Remove and Replace,40.85,20.06,82.02,820.71,0.00,0.00,DORMN-A,57.45,1225.33,100.00,Percent,148.52,Yes,"1,076.81",Yes,No,DOR,X+,CBODDENC,,,1/13/25,Modified price of door materiel to reflect purchase price,SUP
"3,511",UNIT_9_ENTR2,Unit 9- Entry,Door lockset & deadbolt - exterior - High grade,0.00,Average,1.00,159.57,0.00,159.57,EA,Dwelling,Remove and Replace,18.69,9.36,23.51,108.01,0.00,0.00,FNHMN-A,7.56,200.57,20.00,Percent,21.84,Yes,178.73,Yes,No,FNH,DBX+,CBODDENC,,,11/22/24,,
"3,512",UNIT_9_ENTR2,Unit 9- Entry,Additional charge for a retrofit exterior door - difficult,0.00,Average,1.00,409.03,0.00,409.03,EA,Dwelling,Replace,112.64,52.99,239.89,3.51,0.00,0.00,DORMN-A,0.25,491.14,0.00,Percent,45.02,Yes,446.12,Yes,No,DOR,XRETR+,CBODDENC,,,2/16/25,,
"3,513",UNIT_9_ENTR2,Unit 9- Entry,"Door numbers/letters - plastic or metal - up to 4""",0.00,Average,1.00,23.91,0.00,23.91,EA,Dwelling,Remove and Replace,5.28,2.62,6.50,9.51,0.00,0.00,FNHMN-A,0.67,29.5,10.00,Percent,2.11,Yes,27.39,Yes,No,EQC,SNDN,CBODDENC,,,11/22/24,,
"3,514",UNIT_9_ENTR2,Unit 9- Entry,Door bell/chime button (button only),0.00,Average,1.00,37.56,0.00,37.56,EA,Dwelling,Remove and Replace,3.82,1.79,9.95,22.00,0.00,0.00,ELEMN-A,1.54,46.92,10.00,Percent,4.07,Yes,42.85,Yes,No,ELE,CBUTTON,CBODDENC,,,11/22/24,,
"3,997",UNIT_9_ENTR2,Unit 9- Entry,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,0.00,Average,3.00,381.81,0.00,127.27,EA,Dwelling,Replace,0.00,0.00,0.00,0.00,127.27,0.00,None,0.00,458.17,0.00,Percent,0.00,Yes,458.17,Yes,No,WTR,DHM>>,CBODDENC,,Price List Item,1/13/25,1 unit for 3 Days,SUP
"3,998",UNIT_9_ENTR2,Unit 9- Entry,Air mover (per 24 hour period) - No monitoring,0.00,Average,9.00,261.00,0.00,29.00,EA,Dwelling,Replace,0.00,0.00,0.00,0.00,29.00,0.00,None,0.00,313.2,0.00,Percent,0.00,Yes,313.20,Yes,No,WTR,DRY,CBODDENC,,,1/13/25,3 unit for 3 days,SUP
"1,752",UNIT_9_UTIL,Unit 9- Utility,Muck-out/Flood loss cleanup - Heavy,0.00,Average,24.06,124.63,0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,149.55,0.00,Percent,0.00,Yes,149.55,Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
"1,753",UNIT_9_UTIL,Unit 9- Utility,Apply anti-microbial agent to the floor,0.00,Average,24.06,13.47,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.08,16.27,0.00,Percent,0.00,Yes,16.27,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
"1,754",UNIT_9_UTIL,Unit 9- Utility,Regrout tile,0.00,Average,24.06,101.29,0.00,4.21,SF,Dwelling,Replace,0.98,0.46,2.43,0.30,0.00,0.04,TILMN-A,0.51,122.16,10.00,Percent,0.00,Yes,122.16,Yes,No,TIL,GROUT,CBODDENC,,Price List Item,11/25/24,,
"1,755",UNIT_9_UTIL,Unit 9- Utility,Tile/stone sealer,0.00,Average,24.06,24.30,0.00,1.01,SF,Dwelling,Replace,0.16,0.08,0.41,0.36,0.00,0.00,TILMN-A,0.61,29.89,2.00,Percent,0.00,Yes,29.89,Yes,No,TIL,SEALS,CBODDENC,,Price List Item,11/25/24,,
"1,756",UNIT_9_UTIL,Unit 9- Utility,Apply anti-microbial agent to part of the walls,0.00,Average,78.67,44.06,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.28,53.22,0.00,Percent,0.00,Yes,53.22,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
"1,757",UNIT_9_UTIL,Unit 9- Utility,Clean stud wall,0.00,Average,78.67,87.32,0.00,1.11,SF,Dwelling,Replace,0.29,0.15,0.65,0.02,0.00,0.00,CLNMN-A,0.11,104.91,0.00,Percent,0.00,Yes,104.91,Yes,No,CLN,STD,CBODDENC,,,11/24/24,,
"1,758",UNIT_9_UTIL,Unit 9- Utility,"Tear out wet drywall, no bagging, per LF - up to 4' tall",0.00,Average,19.67,107.20,0.00,5.45,LF,Dwelling,Remove,1.80,0.83,2.82,0.00,0.00,0.00,WTRMN-A,0.00,128.64,0.00,Percent,0.00,Yes,128.64,Yes,No,WTR,DRYN4,CBODDENC,,,11/24/24,,
"1,759",UNIT_9_UTIL,Unit 9- Utility,"1/2"" - drywall per LF - up to 4' tall",0.00,Average,19.67,357.21,0.00,18.16,LF,Dwelling,Replace,3.20,1.56,10.60,2.80,0.00,0.00,DRYMN-A,3.86,433.29,150.00,Percent,54.16,Yes,379.13,Yes,No,DRY,LF>,CBODDENC,,,11/24/24,,
"1,760",UNIT_9_UTIL,Unit 9- Utility,Seal/prime (1 coat) then paint (1 coat) part of the walls,0.00,Average,98.33,114.06,0.00,1.16,SF,Dwelling,Replace,0.25,0.13,0.55,0.23,0.00,0.00,PNTMN-A,1.58,138.78,15.00,Percent,19.66,Yes,119.12,Yes,No,PNT,SP,CBODDENC,,,11/24/24,,
"1,761",UNIT_9_UTIL,Unit 9- Utility,Scrape part of the walls & prep for paint,0.00,Average,19.67,14.95,0.00,0.76,SF,Dwelling,Replace,0.20,0.10,0.45,0.01,0.00,0.00,PNTMN-A,0.01,17.96,15.00,Percent,0.00,Yes,17.96,Yes,No,PNT,SCRP,CBODDENC,,,11/24/24,,
"1,762",UNIT_9_UTIL,Unit 9- Utility,Texture drywall - heavy hand texture,0.00,Average,98.33,165.19,0.00,1.68,SF,Dwelling,Replace,0.30,0.15,1.00,0.23,0.00,0.00,DRYMN-A,1.58,200.13,150.00,Percent,25.02,Yes,175.11,Yes,No,DRY,TEX+,CBODDENC,,Price List Item,11/24/24,,
"1,763",UNIT_9_UTIL,Unit 9- Utility,Paint the walls - one coat,0.00,Average,157.33,176.21,0.00,1.12,SF,Dwelling,Replace,0.17,0.09,0.38,0.17,0.00,0.31,PNTMN-A,1.87,213.7,15.00,Percent,30.28,Yes,183.42,Yes,No,PNT,P,CBODDENC,,,11/24/24,,
"1,764",UNIT_9_UTIL,Unit 9- Utility,Tear out baseboard- up to Cat 3,0.00,Average,19.67,24.19,0.00,1.23,LF,Dwelling,Remove,0.33,0.15,0.52,0.23,0.00,0.00,WTRMN-A,0.32,29.41,0.00,Percent,0.00,Yes,29.41,Yes,No,WTR,BASEB,CBODDENC,,,11/24/24,,
"1,765",UNIT_9_UTIL,Unit 9- Utility,"Baseboard - 3 1/4""",0.00,Average,19.67,89.70,0.00,4.56,LF,Dwelling,Replace,0.69,0.32,1.47,2.08,0.00,0.00,FNCMN-A,2.86,111.08,150.00,Percent,12.03,Yes,99.05,Yes,No,FNC,B3,CBODDENC,,,11/24/24,,
"1,766",UNIT_9_UTIL,Unit 9- Utility,Paint baseboard - two coats,0.00,Average,19.67,34.23,0.00,1.74,LF,Dwelling,Replace,0.42,0.21,0.93,0.18,0.00,0.00,PNTMN-A,0.25,41.38,15.00,Percent,5.86,Yes,35.52,Yes,No,PNT,B2,CBODDENC,,,11/24/24,,
"1,767",UNIT_9_UTIL,Unit 9- Utility,Interior door - full louvered - pre-hung unit,0.00,Average,1.00,585.31,0.00,585.31,EA,Dwelling,Remove and Replace,28.81,14.33,58.10,484.07,0.00,0.00,FNCMN-A,33.88,743.05,100.00,Percent,88.83,Yes,654.22,Yes,No,DOR,LVR,CBODDENC,,Price List Item,11/25/24,,
"1,768",UNIT_9_UTIL,Unit 9- Utility,Paint full louvered door slab only - 2 coats (per side),0.00,Average,2.00,124.60,0.00,62.30,EA,Dwelling,Replace,14.02,7.03,30.79,10.46,0.00,0.00,PNTMN-A,1.46,151.28,15.00,Percent,21.43,Yes,129.85,Yes,No,PNT,LVR,CBODDENC,,Price List Item,11/25/24,,
"1,769",UNIT_9_UTIL,Unit 9- Utility,Paint door/window trim & jamb - 2 coats (per side),0.00,Average,2.00,76.46,0.00,38.23,EA,Dwelling,Replace,8.62,4.32,18.94,6.35,0.00,0.00,PNTMN-A,0.89,92.83,15.00,Percent,13.15,Yes,79.68,Yes,No,PNT,DORT,CBODDENC,,Price List Item,11/25/24,,
"1,770",UNIT_9_UTIL,Unit 9- Utility,Door knob - interior,0.00,Average,1.00,63.81,0.00,63.81,EA,Dwelling,Remove and Replace,14.56,7.33,19.21,22.71,0.00,0.00,FNHMN-A,1.59,78.48,20.00,Percent,7.12,Yes,71.36,Yes,No,FNH,DORH,CBODDENC,,,11/25/24,,
"3,519",UNIT_9_UTIL,Unit 9- Utility,Air handler - with heat element - 2 ton,0.00,Average,1.00,"1,782.51",0.00,"1,782.51",EA,Dwelling,Remove and Replace,225.63,105.59,567.29,884.00,0.00,0.00,HVCMN-A,61.88,2213.27,20.00,Percent,192.05,Yes,"2,021.22",Yes,No,HVC,AH2,CBODDENC,,,1/13/25,Air Handler was damaged sue to water and needs to be replaced Goodman AWUF250516AC 1711491398,SUP
"1,774",UNIT_9_BATH,Unit 9- Bathroom,Muck-out/Flood loss cleanup - Heavy,0.00,Average,36.47,188.91,0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,226.69,0.00,Percent,0.00,Yes,226.69,Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
"1,775",UNIT_9_BATH,Unit 9- Bathroom,Apply anti-microbial agent to the floor,0.00,Average,36.47,20.42,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.13,24.65,0.00,Percent,0.00,Yes,24.65,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
"1,776",UNIT_9_BATH,Unit 9- Bathroom,Regrout tile,0.00,Average,36.47,153.54,0.00,4.21,SF,Dwelling,Replace,0.98,0.46,2.43,0.30,0.00,0.04,TILMN-A,0.77,185.17,10.00,Percent,0.00,Yes,185.17,Yes,No,TIL,GROUT,CBODDENC,,Price List Item,11/25/24,,
"1,777",UNIT_9_BATH,Unit 9- Bathroom,Tile/stone sealer,0.00,Average,36.47,36.83,0.00,1.01,SF,Dwelling,Replace,0.16,0.08,0.41,0.36,0.00,0.00,TILMN-A,0.92,45.29,2.00,Percent,0.00,Yes,45.29,Yes,No,TIL,SEALS,CBODDENC,,Price List Item,11/25/24,,
"1,778",UNIT_9_BATH,Unit 9- Bathroom,Apply anti-microbial agent to part of the walls,0.00,Average,79.00,44.24,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.28,53.42,0.00,Percent,0.00,Yes,53.42,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
"1,779",UNIT_9_BATH,Unit 9- Bathroom,Clean stud wall,0.00,Average,79.00,87.69,0.00,1.11,SF,Dwelling,Replace,0.29,0.15,0.65,0.02,0.00,0.00,CLNMN-A,0.11,105.36,0.00,Percent,0.00,Yes,105.36,Yes,No,CLN,STD,CBODDENC,,,11/24/24,,
"1,781",UNIT_9_BATH,Unit 9- Bathroom,Paint part of the walls - two coats,0.00,Average,79.00,94.01,0.00,1.19,SF,Dwelling,Replace,0.24,0.12,0.52,0.31,0.00,0.00,PNTMN-A,1.71,114.86,15.00,Percent,16.27,Yes,98.59,Yes,No,PNT,P2,CBODDENC,,,11/25/24,paint upper walls,
"1,782",UNIT_9_BATH,Unit 9- Bathroom,"Chair rail - 2 1/2""",0.00,Average,17.25,79.01,0.00,4.58,LF,Dwelling,Remove and Replace,0.77,0.38,1.58,1.85,0.00,0.00,FNCMN-A,2.23,97.48,150.00,Percent,9.24,Yes,88.24,Yes,No,FNC,CHR,CBODDENC,,,11/25/24,deduction for full height cabinet,
"1,783",UNIT_9_BATH,Unit 9- Bathroom,Paint chair rail - two coats,0.00,Average,17.25,30.36,0.00,1.76,LF,Dwelling,Replace,0.42,0.21,0.93,0.20,0.00,0.00,PNTMN-A,0.24,36.72,15.00,Percent,5.20,Yes,31.52,Yes,No,PNT,CHR2,CBODDENC,,,11/25/24,,
"1,784",UNIT_9_BATH,Unit 9- Bathroom,Tear out baseboard- up to Cat 3,0.00,Average,13.75,16.91,0.00,1.23,LF,Dwelling,Remove,0.33,0.15,0.52,0.23,0.00,0.00,WTRMN-A,0.22,20.55,0.00,Percent,0.00,Yes,20.55,Yes,No,WTR,BASEB,CBODDENC,,,11/24/24,,
"1,785",UNIT_9_BATH,Unit 9- Bathroom,"Baseboard - 3 1/4""",0.00,Average,13.75,62.70,0.00,4.56,LF,Dwelling,Replace,0.69,0.32,1.47,2.08,0.00,0.00,FNCMN-A,2.00,77.64,150.00,Percent,8.41,Yes,69.23,Yes,No,FNC,B3,CBODDENC,,,11/24/24,,
"1,786",UNIT_9_BATH,Unit 9- Bathroom,Paint baseboard - two coats,0.00,Average,13.75,23.93,0.00,1.74,LF,Dwelling,Replace,0.42,0.21,0.93,0.18,0.00,0.00,PNTMN-A,0.17,28.92,15.00,Percent,4.10,Yes,24.82,Yes,No,PNT,B2,CBODDENC,,,11/24/24,,
"1,787",UNIT_9_BATH,Unit 9- Bathroom,Ceramic tile base,0.00,Average,5.00,115.50,0.00,23.10,LF,Dwelling,Remove and Replace,4.18,2.04,9.68,6.74,0.46,0.00,TILMN-A,2.36,141.44,150.00,Percent,13.36,Yes,128.08,Yes,No,TIL,B,CBODDENC,,,11/25/24,tile base in front of shower,
"1,788",UNIT_9_BATH,Unit 9- Bathroom,Interior door unit,0.00,Average,1.00,372.99,0.00,372.99,EA,Dwelling,Remove and Replace,28.81,14.33,58.10,271.75,0.00,0.00,FNCMN-A,19.02,470.41,100.00,Percent,54.75,Yes,415.66,Yes,No,DOR,AV,CBODDENC,,,11/25/24,,
"1,789",UNIT_9_BATH,Unit 9- Bathroom,Paint door slab only - 2 coats (per side),0.00,Average,2.00,91.54,0.00,45.77,EA,Dwelling,Replace,9.58,4.80,21.03,10.36,0.00,0.00,PNTMN-A,1.45,111.59,15.00,Percent,15.81,Yes,95.78,Yes,No,PNT,DOR,CBODDENC,,,11/25/24,,
"1,790",UNIT_9_BATH,Unit 9- Bathroom,Paint door/window trim & jamb - 2 coats (per side),0.00,Average,2.00,76.46,0.00,38.23,EA,Dwelling,Replace,8.62,4.32,18.94,6.35,0.00,0.00,PNTMN-A,0.89,92.83,15.00,Percent,13.15,Yes,79.68,Yes,No,PNT,DORT,CBODDENC,,Price List Item,11/25/24,,
"1,791",UNIT_9_BATH,Unit 9- Bathroom,Door knob - interior,0.00,Average,1.00,63.81,0.00,63.81,EA,Dwelling,Remove and Replace,14.56,7.33,19.21,22.71,0.00,0.00,FNHMN-A,1.59,78.48,20.00,Percent,7.12,Yes,71.36,Yes,No,FNH,DORH,CBODDENC,,,11/25/24,,
"1,792",UNIT_9_BATH,Unit 9- Bathroom,Toilet,0.00,Average,1.00,358.55,0.00,358.55,EA,Dwelling,Detach & Reset,55.21,25.04,268.64,9.66,0.00,0.00,PLMMN-A,0.68,431.09,150.00,Percent,0.00,No,431.09,Yes,No,PLM,TLT,CBODDENC,,,11/25/24,,
"1,793",UNIT_9_BATH,Unit 9- Bathroom,Clean toilet,0.00,Average,1.00,31.89,0.00,31.89,EA,Dwelling,Replace,8.39,4.48,18.97,0.05,0.00,0.00,CLNMN-A,0.00,38.27,0.00,Percent,0.00,Yes,38.27,Yes,No,CLN,TLT,CBODDENC,,,11/25/24,,
"1,794",UNIT_9_BATH,Unit 9- Bathroom,Vanity - High grade,0.00,Average,4.00,"1,378.52",0.00,344.63,LF,Dwelling,Remove and Replace,17.18,8.39,35.36,283.70,0.00,0.00,CABMN-A,79.44,1749.56,50.00,Percent,183.93,Yes,"1,565.63",Yes,No,CAB,VAN+,CBODDENC,,Price List Item,11/25/24,high grade vanity with multiple drawers,
"1,795",UNIT_9_BATH,Unit 9- Bathroom,Countertop - solid surface,0.00,Average,8.00,598.80,0.00,74.85,SF,Dwelling,Remove and Replace,8.51,4.19,17.41,44.74,0.00,0.00,CABMN-A,25.05,748.63,25.00,Percent,74.66,Yes,673.97,Yes,No,CAB,CTSS,CBODDENC,,Price List Item,11/25/24,,
"1,796",UNIT_9_BATH,Unit 9- Bathroom,Cabinetry - full height unit - High grade,0.00,Average,2.00,890.60,0.00,445.30,LF,Dwelling,Remove and Replace,21.54,10.50,44.39,368.87,0.00,0.00,CABMN-A,51.64,1130.68,50.00,Percent,137.46,Yes,993.22,Yes,No,CAB,FH+,CBODDENC,,Price List Item,11/25/24,fh vanity high grade,
"1,797",UNIT_9_BATH,Unit 9- Bathroom,Backsplash - solid surface - Unattached,0.00,Average,6.00,103.14,0.00,17.19,LF,Dwelling,Remove and Replace,1.84,0.90,3.79,10.66,0.00,0.00,CABMN-A,4.48,129.14,25.00,Percent,12.98,Yes,116.16,Yes,No,CAB,CTSSBS,CBODDENC,,Price List Item,11/26/24,,
"1,798",UNIT_9_BATH,Unit 9- Bathroom,Bathroom mirror - Detach & reset,0.00,Average,6.00,64.50,0.00,10.75,SF,Dwelling,Replace,4.22,1.97,4.56,0.00,0.00,0.00,TBAMN-A,0.00,77.4,0.00,Percent,0.00,Yes,77.40,Yes,No,TBA,MIRRS,CBODDENC,,,11/25/24,,
"1,799",UNIT_9_BATH,Unit 9- Bathroom,Sink - single,0.00,Average,1.00,220.95,0.00,220.95,EA,Dwelling,Detach & Reset,34.84,15.80,169.54,0.77,0.00,0.00,PLMMN-A,0.05,265.22,50.00,Percent,0.00,No,265.22,Yes,No,PLM,SNK,CBODDENC,,,11/25/24,,
"1,800",UNIT_9_BATH,Unit 9- Bathroom,P-trap assembly - ABS (plastic),0.00,Average,1.00,99.14,0.00,99.14,EA,Dwelling,Remove and Replace,15.95,7.60,67.23,8.36,0.00,0.00,PLMMN-A,0.59,119.69,25.00,Percent,11.57,Yes,108.12,Yes,No,PLM,PTRAP,CBODDENC,,,11/25/24,,
"1,801",UNIT_9_BATH,Unit 9- Bathroom,Angle stop valve,0.00,Average,3.00,179.01,0.00,59.67,EA,Dwelling,Remove and Replace,8.52,4.11,34.56,12.48,0.00,0.00,PLMMN-A,2.62,217.95,100.00,Percent,20.81,Yes,197.14,Yes,No,PLM,STOP,CBODDENC,,,11/25/24,,
"1,802",UNIT_9_BATH,Unit 9- Bathroom,Water supply line ,0.00,Average,2.00,70.98,0.00,35.49,LF,Dwelling,Remove and Replace,4.40,2.06,19.50,9.53,0.00,0.00,PLMMN-A,1.33,86.77,50.00,Percent,8.89,Yes,77.88,Yes,No,PLM,SL1,CBODDENC,,,11/25/24,,
"1,803",UNIT_9_BATH,Unit 9- Bathroom,Wax Ring,0.00,Average,1.00,15.57,0.00,15.57,EA,Dwelling,Remove and Replace,50.09,22.71,243.72,127.41,0.00,-428.36,PLMMN-A,8.92,29.39,25.00,Percent,2.47,Yes,26.92,Yes,No,PLM,TLTFL,CBODDENC,,,11/25/24,,
"1,804",UNIT_9_BATH,Unit 9- Bathroom,Towel bar,0.00,Average,1.00,19.48,0.00,19.48,EA,Dwelling,Detach & Reset,7.65,3.56,8.27,0.00,0.00,0.00,FNHMN-A,0.00,23.38,50.00,Percent,0.00,No,23.38,Yes,No,FNH,TBAR,CBODDENC,,,11/25/24,,
"1,805",UNIT_9_BATH,Unit 9- Bathroom,Toilet paper holder,0.00,Average,1.00,34.98,0.00,34.98,EA,Dwelling,Remove and Replace,8.24,4.06,10.31,12.37,0.00,0.00,FNHMN-A,0.87,43.03,50.00,Percent,3.72,Yes,39.31,Yes,No,FNH,TP,CBODDENC,,,11/25/24,,
"3,525",UNIT_9_BATH,Unit 9- Bathroom,Judges paneling - raised panel - paint grade,0.00,Average,63.20,"2,358.62",0.00,37.32,SF,Dwelling,Remove and Replace,8.88,4.22,18.45,5.77,0.00,0.00,FNCMN-A,25.53,2860.97,150.00,Percent,298.03,Yes,"2,562.94",Yes,No,FNC,JPR,CBODDENC,,,1/15/25,,SUP
"3,526",UNIT_9_BATH,Unit 9- Bathroom,Paint - judges paneling - two coats,0.00,Average,63.20,393.10,0.00,6.22,SF,Dwelling,Replace,1.38,0.69,3.75,0.40,0.00,0.00,PNTMN-A,1.77,473.85,15.00,Percent,67.13,Yes,406.72,Yes,No,PNT,JP2,CBODDENC,,,1/15/25,,SUP
"1,808",UNIT_9_SHOW,Unit 9- Shower,Muck-out/Flood loss cleanup - Heavy,0.00,Average,12.70,65.79,0.00,5.18,SF,Dwelling,Remove,1.71,0.79,2.68,0.00,0.00,0.00,WTRMN-A,0.00,78.95,0.00,Percent,0.00,Yes,78.95,Yes,No,WTR,MUCK+,CBODDENC,,Price List Item,6/19/25,,
"1,809",UNIT_9_SHOW,Unit 9- Shower,Apply anti-microbial agent to the floor,0.00,Average,12.70,7.11,0.00,0.56,SF,Dwelling,Replace,0.10,0.05,0.16,0.05,0.00,0.20,WTRMN-A,0.04,8.57,0.00,Percent,0.00,Yes,8.57,Yes,No,WTR,GRM,CBODDENC,,,11/24/24,,
"1,810",UNIT_9_SHOW,Unit 9- Shower,Tile floor covering,0.00,Average,12.70,200.79,0.00,15.81,SF,Dwelling,Remove and Replace,2.76,1.39,6.00,5.42,0.24,0.00,FCTMN-A,4.82,246.73,100.00,Percent,20.79,Yes,225.94,Yes,No,FCT,AV,CBODDENC,,,11/25/24,,
"1,811",UNIT_9_SHOW,Unit 9- Shower,Mortar bed for tile,0.00,Average,12.70,140.33,0.00,11.05,SF,Dwelling,Remove and Replace,2.36,1.17,5.30,1.49,0.73,0.00,TILMN-A,1.32,169.99,150.00,Percent,14.47,Yes,155.52,Yes,No,TIL,BMUD,CBODDENC,,Price List Item,11/25/24,,
"1,812",UNIT_9_SHOW,Unit 9- Shower,Shower pan,0.00,Average,1.00,213.71,0.00,213.71,EA,Dwelling,Replace,26.50,12.02,128.96,46.23,0.00,0.00,PLMMN-A,3.24,260.33,20.00,Percent,28.20,Yes,232.13,Yes,No,PLM,SWRPAN,CBODDENC,,,11/25/24,,
