#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"2,064",,,Clean rug - large - Drop off,0.00,Average,1.00,121.35,0.00,121.35,EA,,Replace,0.00,0.00,0.00,0.00,0.00,121.35,None,0.00,145.63,0.00,Percent,0.00,Yes,145.63,Yes,No,CDC,RUG>-,PAULGAGN,,11/2/2020
"2,065",,,Clean rug - bathroom - Full service,0.00,Average,1.00,14.25,0.00,14.25,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.25,None,0.00,17.11,0.00,Percent,0.00,Yes,17.11,Yes,No,CDC,RUGB,PAULGAGN,,11/2/2020
"2,066",,,Clean rug - bathroom - Drop off,0.00,Average,1.00,11.83,0.00,11.83,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.83,None,0.00,14.19,0.00,Percent,0.00,Yes,14.19,Yes,No,CDC,RUGB-,PAULGAGN,,11/2/2020
"2,067",,,Clean rug - oriental - Full service,0.00,Average,1.00,131.41,0.00,131.41,EA,,Replace,0.00,0.00,0.00,0.00,0.00,131.41,None,0.00,157.69,0.00,Percent,0.00,Yes,157.69,Yes,No,CDC,RUGO,PAULGAGN,,11/2/2020
"2,068",,,Clean rug - oriental - Drop off,0.00,Average,1.00,109.08,0.00,109.08,EA,,Replace,0.00,0.00,0.00,0.00,0.00,109.08,None,0.00,130.9,0.00,Percent,0.00,Yes,130.90,Yes,No,CDC,RUGO-,PAULGAGN,,11/2/2020
"2,069",,,Clean rug - oriental - small - Full service,0.00,Average,1.00,64.87,0.00,64.87,EA,,Replace,0.00,0.00,0.00,0.00,0.00,64.87,None,0.00,77.85,0.00,Percent,0.00,Yes,77.85,Yes,No,CDC,RUGO<,PAULGAGN,,11/2/2020
"2,070",,,Clean rug - oriental - small - Drop off,0.00,Average,1.00,53.85,0.00,53.85,EA,,Replace,0.00,0.00,0.00,0.00,0.00,53.85,None,0.00,64.63,0.00,Percent,0.00,Yes,64.63,Yes,No,CDC,RUGO<-,PAULGAGN,,11/2/2020
"2,071",,,Clean rug - oriental - large - Full service,0.00,Average,1.00,195.49,0.00,195.49,EA,,Replace,0.00,0.00,0.00,0.00,0.00,195.49,None,0.00,234.59,0.00,Percent,0.00,Yes,234.59,Yes,No,CDC,RUGO>,PAULGAGN,,11/2/2020
"2,072",,,Clean rug - oriental - large - Drop off,0.00,Average,1.00,162.25,0.00,162.25,EA,,Replace,0.00,0.00,0.00,0.00,0.00,162.25,None,0.00,194.71,0.00,Percent,0.00,Yes,194.71,Yes,No,CDC,RUGO>-,PAULGAGN,,11/2/2020
"2,073",,,Clean rug - oriental - per SF - Full service,0.00,Average,1.00,4.96,0.00,4.96,SF,,Replace,0.00,0.00,0.00,0.00,0.00,4.96,None,0.00,5.96,0.00,Percent,0.00,Yes,5.96,Yes,No,CDC,RUGOSF,PAULGAGN,,11/2/2020
"2,074",,,Clean rug - oriental - per SF - Drop off,0.00,Average,1.00,4.20,0.00,4.20,SF,,Replace,0.00,0.00,0.00,0.00,0.00,4.20,None,0.00,5.04,0.00,Percent,0.00,Yes,5.04,Yes,No,CDC,RUGOSF-,PAULGAGN,,11/2/2020
"2,075",,,Clean rug - per SF - Full service,0.00,Average,1.00,3.71,0.00,3.71,SF,,Replace,0.00,0.00,0.00,0.00,0.00,3.71,None,0.00,4.45,0.00,Percent,0.00,Yes,4.45,Yes,No,CDC,RUGSF,PAULGAGN,,11/2/2020
"2,076",,,Clean rug - per SF - Drop off,0.00,Average,1.00,3.08,0.00,3.08,SF,,Replace,0.00,0.00,0.00,0.00,0.00,3.08,None,0.00,3.7,0.00,Percent,0.00,Yes,3.70,Yes,No,CDC,RUGSF-,PAULGAGN,,11/2/2020
"2,077",,,Clean rug - sheep skin - Full service,0.00,Average,1.00,49.52,0.00,49.52,EA,,Replace,0.00,0.00,0.00,0.00,0.00,49.52,None,0.00,59.42,0.00,Percent,0.00,Yes,59.42,Yes,No,CDC,RUGSH,PAULGAGN,,11/2/2020
"2,078",,,Clean rug - sheep skin - Drop off,0.00,Average,1.00,41.07,0.00,41.07,EA,,Replace,0.00,0.00,0.00,0.00,0.00,41.07,None,0.00,49.29,0.00,Percent,0.00,Yes,49.29,Yes,No,CDC,RUGSH-,PAULGAGN,,11/2/2020
"2,079",,,Clean rug - throw - Full service,0.00,Average,1.00,16.20,0.00,16.20,EA,,Replace,0.00,0.00,0.00,0.00,0.00,16.20,None,0.00,19.44,0.00,Percent,0.00,Yes,19.44,Yes,No,CDC,RUGT,PAULGAGN,,11/2/2020
"2,080",,,Clean rug - throw - Drop off,0.00,Average,1.00,14.26,0.00,14.26,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.26,None,0.00,17.12,0.00,Percent,0.00,Yes,17.12,Yes,No,CDC,RUGT-,PAULGAGN,,11/2/2020
"2,081",,,Clean rug - throw - small - Full service,0.00,Average,1.00,13.21,0.00,13.21,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.21,None,0.00,15.85,0.00,Percent,0.00,Yes,15.85,Yes,No,CDC,RUGT<,PAULGAGN,,11/2/2020
"2,082",,,Clean rug - throw - small - Drop off,0.00,Average,1.00,10.96,0.00,10.96,EA,,Replace,0.00,0.00,0.00,0.00,0.00,10.96,None,0.00,13.16,0.00,Percent,0.00,Yes,13.16,Yes,No,CDC,RUGT<-,PAULGAGN,,11/2/2020
"2,083",,,Clean rug - throw - large - Full service,0.00,Average,1.00,24.10,0.00,24.10,EA,,Replace,0.00,0.00,0.00,0.00,0.00,24.10,None,0.00,28.92,0.00,Percent,0.00,Yes,28.92,Yes,No,CDC,RUGT>,PAULGAGN,,11/2/2020
"2,084",,,Clean rug - throw - large - Drop off,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,20.00,None,0.00,24,0.00,Percent,0.00,Yes,24.00,Yes,No,CDC,RUGT>-,PAULGAGN,,11/2/2020
"2,085",,,Clean sari - Full service,0.00,Average,1.00,31.88,0.00,31.88,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.88,None,0.00,38.26,0.00,Percent,0.00,Yes,38.26,Yes,No,CDC,SARI,PAULGAGN,,11/2/2020
"2,086",,,Clean sari - Drop off,0.00,Average,1.00,26.47,0.00,26.47,EA,,Replace,0.00,0.00,0.00,0.00,0.00,26.47,None,0.00,31.77,0.00,Percent,0.00,Yes,31.77,Yes,No,CDC,SARI-,PAULGAGN,,11/2/2020
"2,087",,,Clean sash - Full service,0.00,Average,1.00,5.49,0.00,5.49,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.49,None,0.00,6.59,0.00,Percent,0.00,Yes,6.59,Yes,No,CDC,SASH,PAULGAGN,,11/2/2020
"2,088",,,Clean sash - Drop off,0.00,Average,1.00,4.56,0.00,4.56,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.56,None,0.00,5.48,0.00,Percent,0.00,Yes,5.48,Yes,No,CDC,SASH-,PAULGAGN,,11/2/2020
"2,089",,,Clean scarf - Full service,0.00,Average,1.00,6.45,0.00,6.45,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.45,None,0.00,7.75,0.00,Percent,0.00,Yes,7.75,Yes,No,CDC,SCARF,PAULGAGN,,11/2/2020
"2,090",,,Clean scarf - Drop off,0.00,Average,1.00,5.36,0.00,5.36,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.36,None,0.00,6.44,0.00,Percent,0.00,Yes,6.44,Yes,No,CDC,SCARF-,PAULGAGN,,11/2/2020
"2,091",,,Clean scarf - small - Full service,0.00,Average,1.00,4.97,0.00,4.97,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.97,None,0.00,5.97,0.00,Percent,0.00,Yes,5.97,Yes,No,CDC,SCARF<,PAULGAGN,,11/2/2020
"2,092",,,Clean scarf - small - Drop off,0.00,Average,1.00,4.13,0.00,4.13,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.13,None,0.00,4.95,0.00,Percent,0.00,Yes,4.95,Yes,No,CDC,SCARF<-,PAULGAGN,,11/2/2020
"2,093",,,Clean scarf - large - Full service,0.00,Average,1.00,9.47,0.00,9.47,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.47,None,0.00,11.37,0.00,Percent,0.00,Yes,11.37,Yes,No,CDC,SCARF>,PAULGAGN,,11/2/2020
"2,094",,,Clean scarf - large - Drop off,0.00,Average,1.00,7.87,0.00,7.87,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.87,None,0.00,9.45,0.00,Percent,0.00,Yes,9.45,Yes,No,CDC,SCARF>-,PAULGAGN,,11/2/2020
"2,095",,,Clean scarf - deco - Full service,0.00,Average,1.00,19.34,0.00,19.34,EA,,Replace,0.00,0.00,0.00,0.00,0.00,19.34,None,0.00,23.2,0.00,Percent,0.00,Yes,23.20,Yes,No,CDC,SCARFD,PAULGAGN,,11/2/2020
"2,096",,,Clean scarf - deco - Drop off,0.00,Average,1.00,16.04,0.00,16.04,EA,,Replace,0.00,0.00,0.00,0.00,0.00,16.04,None,0.00,19.24,0.00,Percent,0.00,Yes,19.24,Yes,No,CDC,SCARFD-,PAULGAGN,,11/2/2020
"2,097",,,Clean scarf - silk - wool - linen - Full service,0.00,Average,1.00,10.44,0.00,10.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,10.44,None,0.00,12.52,0.00,Percent,0.00,Yes,12.52,Yes,No,CDC,SCARFS,PAULGAGN,,11/2/2020
"2,098",,,Clean scarf - silk - wool - linen - Drop off,0.00,Average,1.00,8.67,0.00,8.67,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.67,None,0.00,10.41,0.00,Percent,0.00,Yes,10.41,Yes,No,CDC,SCARFS-,PAULGAGN,,11/2/2020
"2,099",,,Clean scarf - silk - wool - linen - large - Full service,0.00,Average,1.00,11.43,0.00,11.43,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.43,None,0.00,13.71,0.00,Percent,0.00,Yes,13.71,Yes,No,CDC,SCARFS>,PAULGAGN,,11/2/2020
"2,100",,,Clean scarf - silk - wool - linen - large - Drop off,0.00,Average,1.00,9.49,0.00,9.49,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.49,None,0.00,11.39,0.00,Percent,0.00,Yes,11.39,Yes,No,CDC,SCARS>-,PAULGAGN,,11/2/2020
"2,101",,,Clean scrub - bottom - Full service,0.00,Average,1.00,5.85,0.00,5.85,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.85,None,0.00,7.03,0.00,Percent,0.00,Yes,7.03,Yes,No,CDC,SCRUBB,PAULGAGN,,11/2/2020
"2,102",,,Clean scrub - bottom - Drop off,0.00,Average,1.00,4.66,0.00,4.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.66,None,0.00,5.6,0.00,Percent,0.00,Yes,5.60,Yes,No,CDC,SCRUBB-,PAULGAGN,,11/2/2020
"2,103",,,Clean scrub - top - Full service,0.00,Average,1.00,5.86,0.00,5.86,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.86,None,0.00,7.04,0.00,Percent,0.00,Yes,7.04,Yes,No,CDC,SCRUBT,PAULGAGN,,11/2/2020
"2,104",,,Clean scrub - top - Drop off,0.00,Average,1.00,4.68,0.00,4.68,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.68,None,0.00,5.62,0.00,Percent,0.00,Yes,5.62,Yes,No,CDC,SCRUBT-,PAULGAGN,,11/2/2020
"2,105",,,Clean shawl - Full service,0.00,Average,1.00,11.10,0.00,11.10,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.10,None,0.00,13.32,0.00,Percent,0.00,Yes,13.32,Yes,No,CDC,SHAWL,PAULGAGN,,11/2/2020
"2,106",,,Clean shawl - Drop off,0.00,Average,1.00,8.73,0.00,8.73,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.73,None,0.00,10.47,0.00,Percent,0.00,Yes,10.47,Yes,No,CDC,SHAWL-,PAULGAGN,,11/2/2020
"2,107",,,Clean shawl - large - Full service,0.00,Average,1.00,12.97,0.00,12.97,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.97,None,0.00,15.57,0.00,Percent,0.00,Yes,15.57,Yes,No,CDC,SHAWL>,PAULGAGN,,11/2/2020
"2,108",,,Clean shawl - large - Drop off,0.00,Average,1.00,11.66,0.00,11.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.66,None,0.00,14,0.00,Percent,0.00,Yes,14.00,Yes,No,CDC,SHAWL>-,PAULGAGN,,11/2/2020
"2,109",,,Clean shawl - wool - silk - linen - Full service,0.00,Average,1.00,19.04,0.00,19.04,EA,,Replace,0.00,0.00,0.00,0.00,0.00,19.04,None,0.00,22.84,0.00,Percent,0.00,Yes,22.84,Yes,No,CDC,SHAWLW,PAULGAGN,,11/2/2020
"2,110",,,Clean shawl - wool - silk - linen - Drop off,0.00,Average,1.00,15.80,0.00,15.80,EA,,Replace,0.00,0.00,0.00,0.00,0.00,15.80,None,0.00,18.96,0.00,Percent,0.00,Yes,18.96,Yes,No,CDC,SHAWLW-,PAULGAGN,,11/2/2020
"2,111",,,Clean shower curtain - Full service,0.00,Average,1.00,23.90,0.00,23.90,EA,,Replace,0.00,0.00,0.00,0.00,0.00,23.90,None,0.00,28.68,0.00,Percent,0.00,Yes,28.68,Yes,No,CDC,SHCUR,PAULGAGN,,11/2/2020
"2,112",,,Clean shower curtain - Drop off,0.00,Average,1.00,19.84,0.00,19.84,EA,,Replace,0.00,0.00,0.00,0.00,0.00,19.84,None,0.00,23.8,0.00,Percent,0.00,Yes,23.80,Yes,No,CDC,SHCUR-,PAULGAGN,,11/2/2020
"2,113",,,Clean shirt - pullover - child - Drop off,0.00,Average,1.00,8.66,0.00,8.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.66,None,0.00,10.4,0.00,Percent,0.00,Yes,10.40,Yes,No,CDC,SHIRPC-,PAULGAGN,,11/2/2020
"2,114",,,Clean shirt - pullover - child - Full service,0.00,Average,1.00,10.35,0.00,10.35,EA,,Replace,0.00,0.00,0.00,0.00,0.00,10.35,None,0.00,12.43,0.00,Percent,0.00,Yes,12.43,Yes,No,CDC,SHIRPCH,PAULGAGN,,11/2/2020
"2,115",,,Clean shirt - jersey - pro sport - Drop off,0.00,Average,1.00,34.39,0.00,34.39,EA,,Replace,0.00,0.00,0.00,0.00,0.00,34.39,None,0.00,41.27,0.00,Percent,0.00,Yes,41.27,Yes,No,CDC,SHIRPJ-,PAULGAGN,,11/2/2020
"2,116",,,Clean shirt - pullover - Drop off,0.00,Average,1.00,8.83,0.00,8.83,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.83,None,0.00,10.59,0.00,Percent,0.00,Yes,10.59,Yes,No,CDC,SHIRPO-,PAULGAGN,,11/2/2020
"2,117",,,Clean shirt - suede - Drop off,0.00,Average,1.00,60.81,0.00,60.81,EA,,Replace,0.00,0.00,0.00,0.00,0.00,60.81,None,0.00,72.97,0.00,Percent,0.00,Yes,72.97,Yes,No,CDC,SHIRSD-,PAULGAGN,,11/2/2020
"2,118",,,Clean shirt - Full service,0.00,Average,1.00,9.81,0.00,9.81,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.81,None,0.00,11.77,0.00,Percent,0.00,Yes,11.77,Yes,No,CDC,SHIRT,PAULGAGN,,11/2/2020
"2,119",,,Clean shirt - Drop off,0.00,Average,1.00,8.55,0.00,8.55,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.55,None,0.00,10.27,0.00,Percent,0.00,Yes,10.27,Yes,No,CDC,SHIRT-,PAULGAGN,,11/2/2020
"2,120",,,Clean shirt - child - Drop off,0.00,Average,1.00,8.11,0.00,8.11,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.11,None,0.00,9.73,0.00,Percent,0.00,Yes,9.73,Yes,No,CDC,SHIRTC-,PAULGAGN,,11/2/2020
"2,121",,,Clean shirt - child - Full service,0.00,Average,1.00,9.26,0.00,9.26,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.26,None,0.00,11.12,0.00,Percent,0.00,Yes,11.12,Yes,No,CDC,SHIRTCH,PAULGAGN,,11/2/2020
"2,122",,,Clean shirt - deco - Full service,0.00,Average,1.00,38.11,0.00,38.11,EA,,Replace,0.00,0.00,0.00,0.00,0.00,38.11,None,0.00,45.73,0.00,Percent,0.00,Yes,45.73,Yes,No,CDC,SHIRTD,PAULGAGN,,11/2/2020
"2,123",,,Clean shirt - deco - Drop off,0.00,Average,1.00,31.64,0.00,31.64,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.64,None,0.00,37.96,0.00,Percent,0.00,Yes,37.96,Yes,No,CDC,SHIRTD-,PAULGAGN,,11/2/2020
"2,124",,,Clean shirt - infant - Full service,0.00,Average,1.00,5.51,0.00,5.51,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.51,None,0.00,6.61,0.00,Percent,0.00,Yes,6.61,Yes,No,CDC,SHIRTI,PAULGAGN,,11/2/2020
"2,125",,,Clean shirt - infant - Drop off,0.00,Average,1.00,4.58,0.00,4.58,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.58,None,0.00,5.5,0.00,Percent,0.00,Yes,5.50,Yes,No,CDC,SHIRTI-,PAULGAGN,,11/2/2020
"2,126",,,Clean shirt - jersey - Full service,0.00,Average,1.00,30.78,0.00,30.78,EA,,Replace,0.00,0.00,0.00,0.00,0.00,30.78,None,0.00,36.94,0.00,Percent,0.00,Yes,36.94,Yes,No,CDC,SHIRTJ,PAULGAGN,,11/2/2020
"2,127",,,Clean shirt - jersey - Drop off,0.00,Average,1.00,27.69,0.00,27.69,EA,,Replace,0.00,0.00,0.00,0.00,0.00,27.69,None,0.00,33.23,0.00,Percent,0.00,Yes,33.23,Yes,No,CDC,SHIRTJ-,PAULGAGN,,11/2/2020
"2,128",,,Clean shirt - jersey - pro sport - Full service,0.00,Average,1.00,48.88,0.00,48.88,EA,,Replace,0.00,0.00,0.00,0.00,0.00,48.88,None,0.00,58.66,0.00,Percent,0.00,Yes,58.66,Yes,No,CDC,SHIRTJP,PAULGAGN,,11/2/2020
"2,129",,,Clean shirt - knit - Full service,0.00,Average,1.00,18.50,0.00,18.50,EA,,Replace,0.00,0.00,0.00,0.00,0.00,18.50,None,0.00,22.2,0.00,Percent,0.00,Yes,22.20,Yes,No,CDC,SHIRTK,PAULGAGN,,11/2/2020
"2,130",,,Clean shirt - knit - Drop off,0.00,Average,1.00,14.42,0.00,14.42,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.42,None,0.00,17.3,0.00,Percent,0.00,Yes,17.30,Yes,No,CDC,SHIRTK-,PAULGAGN,,11/2/2020
"2,131",,,Clean shirt - turtleneck - Drop off,0.00,Average,1.00,12.83,0.00,12.83,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.83,None,0.00,15.39,0.00,Percent,0.00,Yes,15.39,Yes,No,CDC,SHIRTN-,PAULGAGN,,11/2/2020
"2,132",,,Clean shirt - polo - Full service,0.00,Average,1.00,12.21,0.00,12.21,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.21,None,0.00,14.65,0.00,Percent,0.00,Yes,14.65,Yes,No,CDC,SHIRTP,PAULGAGN,,11/2/2020
"2,133",,,Clean shirt - polo - Drop off,0.00,Average,1.00,9.20,0.00,9.20,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.20,None,0.00,11.04,0.00,Percent,0.00,Yes,11.04,Yes,No,CDC,SHIRTP-,PAULGAGN,,11/2/2020
"2,134",,,Clean shirt - pullover - Full service,0.00,Average,1.00,11.12,0.00,11.12,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.12,None,0.00,13.34,0.00,Percent,0.00,Yes,13.34,Yes,No,CDC,SHIRTPO,PAULGAGN,,11/2/2020
"2,135",,,Clean shirt - heavy quilted - Drop off,0.00,Average,1.00,14.61,0.00,14.61,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.61,None,0.00,17.53,0.00,Percent,0.00,Yes,17.53,Yes,No,CDC,SHIRTQ-,PAULGAGN,,11/2/2020
"2,136",,,Clean shirt - heavy quilted - Full service,0.00,Average,1.00,19.35,0.00,19.35,EA,,Replace,0.00,0.00,0.00,0.00,0.00,19.35,None,0.00,23.23,0.00,Percent,0.00,Yes,23.23,Yes,No,CDC,SHIRTQ+,PAULGAGN,,11/2/2020
"2,137",,,Clean shirt - silk - Full service,0.00,Average,1.00,19.13,0.00,19.13,EA,,Replace,0.00,0.00,0.00,0.00,0.00,19.13,None,0.00,22.95,0.00,Percent,0.00,Yes,22.95,Yes,No,CDC,SHIRTS,PAULGAGN,,11/2/2020
"2,138",,,Clean shirt - silk - Drop off,0.00,Average,1.00,14.44,0.00,14.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.44,None,0.00,17.32,0.00,Percent,0.00,Yes,17.32,Yes,No,CDC,SHIRTS-,PAULGAGN,,11/2/2020
"2,139",,,Clean shirt - suede - Full service,0.00,Average,1.00,86.47,0.00,86.47,EA,,Replace,0.00,0.00,0.00,0.00,0.00,86.47,None,0.00,103.77,0.00,Percent,0.00,Yes,103.77,Yes,No,CDC,SHIRTSD,PAULGAGN,,11/2/2020
"2,140",,,Clean shirt - T-shirt - Full service,0.00,Average,1.00,6.84,0.00,6.84,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.84,None,0.00,8.2,0.00,Percent,0.00,Yes,8.20,Yes,No,CDC,SHIRTT,PAULGAGN,,11/2/2020
"2,141",,,Clean shirt - T-shirt - Drop off,0.00,Average,1.00,5.81,0.00,5.81,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.81,None,0.00,6.97,0.00,Percent,0.00,Yes,6.97,Yes,No,CDC,SHIRTT-,PAULGAGN,,11/2/2020
"2,142",,,Clean shirt - turtleneck - Full service,0.00,Average,1.00,13.77,0.00,13.77,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.77,None,0.00,16.53,0.00,Percent,0.00,Yes,16.53,Yes,No,CDC,SHIRTTN,PAULGAGN,,11/2/2020
"2,143",,,Clean shirt - tux - Full service,0.00,Average,1.00,14.46,0.00,14.46,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.46,None,0.00,17.36,0.00,Percent,0.00,Yes,17.36,Yes,No,CDC,SHIRTTX,PAULGAGN,,11/2/2020
"2,144",,,Clean shirt - velvet - velour - Full service,0.00,Average,1.00,20.32,0.00,20.32,EA,,Replace,0.00,0.00,0.00,0.00,0.00,20.32,None,0.00,24.38,0.00,Percent,0.00,Yes,24.38,Yes,No,CDC,SHIRTV,PAULGAGN,,11/2/2020
"2,145",,,Clean shirt - velvet - velour - Drop off,0.00,Average,1.00,15.16,0.00,15.16,EA,,Replace,0.00,0.00,0.00,0.00,0.00,15.16,None,0.00,18.2,0.00,Percent,0.00,Yes,18.20,Yes,No,CDC,SHIRTV-,PAULGAGN,,11/2/2020
"2,146",,,Clean shirt - wool silk linen - Drop off,0.00,Average,1.00,13.96,0.00,13.96,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.96,None,0.00,16.76,0.00,Percent,0.00,Yes,16.76,Yes,No,CDC,SHIRTW-,PAULGAGN,,11/2/2020
"2,147",,,Clean shirt - wool silk linen - Full service,0.00,Average,1.00,18.93,0.00,18.93,EA,,Replace,0.00,0.00,0.00,0.00,0.00,18.93,None,0.00,22.71,0.00,Percent,0.00,Yes,22.71,Yes,No,CDC,SHIRTWL,PAULGAGN,,11/2/2020
"2,148",,,Clean shirt - tux - Drop off,0.00,Average,1.00,12.00,0.00,12.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.00,None,0.00,14.4,0.00,Percent,0.00,Yes,14.40,Yes,No,CDC,SHIRTX-,PAULGAGN,,11/2/2020
"2,149",,,Clean shoes (pair) - Full service,0.00,Average,1.00,20.50,0.00,20.50,EA,,Replace,0.00,0.00,0.00,0.00,0.00,20.50,None,0.00,24.6,0.00,Percent,0.00,Yes,24.60,Yes,No,CDC,SHOE,PAULGAGN,,11/2/2020
"2,150",,,Clean shoes - child (pair) - Full service,0.00,Average,1.00,12.98,0.00,12.98,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.98,None,0.00,15.58,0.00,Percent,0.00,Yes,15.58,Yes,No,CDC,SHOECH,PAULGAGN,,11/2/2020
"2,151",,,Clean shoes - infant (pair) - Full service,0.00,Average,1.00,8.54,0.00,8.54,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.54,None,0.00,10.24,0.00,Percent,0.00,Yes,10.24,Yes,No,CDC,SHOEI,PAULGAGN,,11/2/2020
"2,152",,,Clean shoes - sandals (pair) - Full service,0.00,Average,1.00,13.68,0.00,13.68,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.68,None,0.00,16.42,0.00,Percent,0.00,Yes,16.42,Yes,No,CDC,SHOES,PAULGAGN,,11/2/2020
"2,153",,,Clean shorts - Full service,0.00,Average,1.00,6.49,0.00,6.49,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.49,None,0.00,7.79,0.00,Percent,0.00,Yes,7.79,Yes,No,CDC,SHRT,PAULGAGN,,11/2/2020
"2,154",,,Clean shorts - Drop off,0.00,Average,1.00,5.65,0.00,5.65,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.65,None,0.00,6.79,0.00,Percent,0.00,Yes,6.79,Yes,No,CDC,SHRT-,PAULGAGN,,11/2/2020
"2,155",,,Clean shorts - child - Full service,0.00,Average,1.00,5.11,0.00,5.11,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.11,None,0.00,6.13,0.00,Percent,0.00,Yes,6.13,Yes,No,CDC,SHRTCH,PAULGAGN,,11/2/2020
"2,156",,,Clean shorts - child - Drop off,0.00,Average,1.00,4.24,0.00,4.24,EA,,Replace,0.00,0.00,0.00,0.00,0.00,4.24,None,0.00,5.08,0.00,Percent,0.00,Yes,5.08,Yes,No,CDC,SHRTCH-,PAULGAGN,,11/2/2020
"2,157",,,Clean shorts - dress - Full service,0.00,Average,1.00,6.34,0.00,6.34,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.34,None,0.00,7.6,0.00,Percent,0.00,Yes,7.60,Yes,No,CDC,SHRTD,PAULGAGN,,11/2/2020
"2,158",,,Clean shorts - dress - Drop off,0.00,Average,1.00,5.44,0.00,5.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,5.44,None,0.00,6.52,0.00,Percent,0.00,Yes,6.52,Yes,No,CDC,SHRTD-,PAULGAGN,,11/2/2020
"2,159",,,Clean shorts - lined - Full service,0.00,Average,1.00,7.51,0.00,7.51,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.51,None,0.00,9.01,0.00,Percent,0.00,Yes,9.01,Yes,No,CDC,SHRTL,PAULGAGN,,11/2/2020
"2,160",,,Clean shorts - lined - Drop off,0.00,Average,1.00,6.35,0.00,6.35,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.35,None,0.00,7.63,0.00,Percent,0.00,Yes,7.63,Yes,No,CDC,SHRTL-,PAULGAGN,,11/2/2020
"2,161",,,Clean shorts - wool - silk - linen - Full service,0.00,Average,1.00,8.44,0.00,8.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.44,None,0.00,10.12,0.00,Percent,0.00,Yes,10.12,Yes,No,CDC,SHRTW,PAULGAGN,,11/2/2020
