Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
CCELNSA-,Camera - Lens - Standard grade,Taxable,Yes,1,EA,135,135,
CCEMEM12,Memory card - 12 to 16 GB,Taxable,Yes,1,EA,15,15,
CCEMEM12+,Memory card - 12 to 16 GB - High grade,Taxable,Yes,1,EA,30,30,
CCEMEM12-,Memory card - 12 to 16 GB - Standard grade,Taxable,Yes,1,EA,9,9,
CCEMEM17,Memory card - 17 to 32 GB,Taxable,Yes,1,EA,25,25,
CCEMEM17+,Memory card - 17 to 32 GB - High grade,Taxable,Yes,1,EA,60,60,
CCEMEM17-,Memory card - 17 to 32 GB - Standard grade,Taxable,Yes,1,EA,14,14,
CCEMEM4,Memory card - 4 to 6 GB,Taxable,Yes,1,EA,11,11,
CCEMEM4+,Memory card - 4 to 6 GB - High grade,Taxable,Yes,1,EA,29,29,
CCEMEM4-,Memory card - 4 to 6 GB - Standard grade,Taxable,Yes,1,EA,7,7,
CCEMEM7,Memory card - 7 to 11 GB,Taxable,Yes,1,EA,14,14,
CCEMEM7+,Memory card - 7 to 11 GB - High grade,Taxable,Yes,1,EA,41,41,
CCEMEM7-,Memory card - 7 to 11 GB - Standard grade,Taxable,Yes,1,EA,8,8,
CCEMEMCD,Memory card - 3 GB or smaller,Taxable,Yes,1,EA,12,12,
CCEMEMCD+,Memory card - 3 GB or smaller - High grade,Taxable,Yes,1,EA,20,20,
CCEMEMCD-,Memory card - 3 GB or smaller - Standard grade,Taxable,Yes,1,EA,7,7,
CCEMEMCR,Memory card - Readers,Taxable,Yes,1,EA,20,20,
CCEMEMCR+,Memory card - Readers - High grade,Taxable,Yes,1,EA,55,55,
CCEMEMCR-,Memory card - Readers - Standard grade,Taxable,Yes,1,EA,10,10,
CCERSTR,Restore and repair - CCE - Enter price,Taxable,Yes,1,EA,0,0,
CCETRPD,Tripod,Taxable,Yes,1,EA,100,100,
CCETRPD+,Tripod - High grade,Taxable,Yes,1,EA,250,250,
CCETRPD++,Tripod - Premium grade,Taxable,Yes,1,EA,450,450,
CCETRPD+++,Tripod - Deluxe grade,Taxable,Yes,1,EA,900,900,
CCETRPD-,Tripod - Standard grade,Taxable,Yes,1,EA,30,30,
CLALB,Laundry - per pound,Taxable,Yes,0.999821779,LB,5.611,5.61,
CLALB-,Laundry - per pound - Drop off,Taxable,Yes,0.999548736,LB,4.432,4.43,
CLHALLOW,Appearance allowance - CLH - Enter price,Taxable,Yes,1,EA,0,0,
CLHBCOK,"Bib, jumpsuit & overalls - Children's/kid's",Taxable,Yes,1,EA,25,25,
CLHBCOK+,"Bib, jumpsuit & overalls - Children's/kid's - High grade",Taxable,Yes,1,EA,50,50,
CLHBCOK-,"Bib, jumpsuit & overalls - Children's/kid's - Std grade",Taxable,Yes,1,EA,11,11,
CLHBCOL,"Bib, jumpsuit & overalls - Ladies'",Taxable,Yes,1,EA,45,45,
CLHBCOL+,"Bib, jumpsuit & overalls - Ladies' - High grade",Taxable,Yes,1,EA,100,100,
CLHBCOL-,"Bib, jumpsuit & overalls - Ladies' - Standard grade",Taxable,Yes,1,EA,24,24,
CLHBCOM,"Bib, jumpsuit & overalls - Men's",Taxable,Yes,1,EA,69,69,
CLHBCOM+,"Bib, jumpsuit & overalls - Men's - High grade",Taxable,Yes,1,EA,143,143,
CLHBCOM-,"Bib, jumpsuit & overalls - Men's - Standard grade",Taxable,Yes,1,EA,42,42,
CLHBELTL,Belt - Ladies',Taxable,Yes,1,EA,30,30,
CLHBELTL+,Belt - Ladies' - High grade,Taxable,Yes,1,EA,53,53,
CLHBELTL-,Belt - Ladies' - Standard grade,Taxable,Yes,1,EA,15,15,
CLHBELTM,Belt - Men's,Taxable,Yes,1,EA,25,25,
CLHBELTM+,Belt - Men's - High grade,Taxable,Yes,1,EA,49,49,
CLHBELTM-,Belt - Men's - Standard grade,Taxable,Yes,1,EA,13,13,
CLHCLH,Clothing & accessories - Enter price,Taxable,Yes,1,EA,0,0,
CLHCLHS,Shoes & footwear - Enter price,Taxable,Yes,1,EA,0,0,
CLHCLHU,"Underwear, pajamas and socks - Enter price",Taxable,Yes,1,EA,0,0,
CLHDRSK,Dress - Children's/kid's,Taxable,Yes,1,EA,32,32,
CLHDRSK+,Dress - Children's/kid's - High grade,Taxable,Yes,1,EA,55,55,
CLHDRSK++,Dress - Prom / Formal - Children's/kid's - Premium grade,Taxable,Yes,1,EA,91,91,
CLHDRSK+++,Dress - Prom / Formal - Children's/kid's - Deluxe grade,Taxable,Yes,1,EA,180,180,
CLHDRSK-,Dress - Children's/kid's - Standard grade,Taxable,Yes,1,EA,15,15,
CLHDRSL,Dress - Ladies',Taxable,Yes,1,EA,39,39,
CLHDRSL+,Dress - Ladies' - High grade,Taxable,Yes,1,EA,125,125,
CLHDRSL++,Dress - Prom / Formal - Ladies' - Premium grade,Taxable,Yes,1,EA,310,310,
CLHDRSL+++,Dress - Prom / Formal - Ladies' - Deluxe grade,Taxable,Yes,1,EA,480,480,
CLHDRSL-,Dress - Ladies' - Standard grade,Taxable,Yes,1,EA,19,19,
CLHDRSW,Dress - Wedding Dress - Ladies',Taxable,Yes,1,EA,600,600,
CLHDRSW+,Dress - Wedding Dress - Ladies' - High grade,Taxable,Yes,1,EA,1000,"1,000.00",
CLHDRSW-,Dress - Wedding Dress - Ladies' - Standard grade,Taxable,Yes,1,EA,250,250,
CLHGLVK,Gloves or mittens - Children's/kid's,Taxable,Yes,1,EA,16,16,
CLHGLVK+,Gloves or mittens - Children's/kid's - High grade,Taxable,Yes,1,EA,32,32,
CLHGLVK-,Gloves or mittens - Children's/kid's - Standard grade,Taxable,Yes,1,EA,8,8,
CLHGLVL,Gloves or mittens - Ladies',Taxable,Yes,1,EA,41,41,
CLHGLVL+,Gloves or mittens - Ladies' - High grade,Taxable,Yes,1,EA,75,75,
CLHGLVL-,Gloves or mittens - Ladies' - Standard grade,Taxable,Yes,1,EA,10,10,
CLHGLVM,Gloves or mittens - Men's,Taxable,Yes,1,EA,28,28,
CLHGLVM+,Gloves or mittens - Men's - High grade,Taxable,Yes,1,EA,69,69,
CLHGLVM++,Gloves or mittens - Men's - Premium grade,Taxable,Yes,1,EA,120,120,
CLHGLVM-,Gloves or mittens - Men's - Standard grade,Taxable,Yes,1,EA,11,11,
CLHHATS,"Cap, hat & visor",Taxable,Yes,1,EA,20,20,
CLHHATS+,"Cap, hat & visor - High grade",Taxable,Yes,1,EA,30,30,
CLHHATS++,"Cap, hat & visor - Premium grade",Taxable,Yes,1,EA,60,60,
CLHHATS-,"Cap, hat & visor - Standard grade",Taxable,Yes,1,EA,12,12,
CLHINFF,Shoes - Infant / Toddler,Taxable,Yes,1,EA,22,22,
CLHINFF+,Shoes - Infant / Toddler - High grade,Taxable,Yes,1,EA,41,41,
CLHINFF-,Shoes - Infant / Toddler - Standard grade,Taxable,Yes,1,EA,11,11,
CLHINFO,Onesies / Bodysuit - Infant / Toddler,Taxable,Yes,1,EA,11,11,
CLHINFO+,Onesies / Bodysuit - Infant / Toddler - High grade,Taxable,Yes,1,EA,25,25,
CLHINFO-,Onesies / Bodysuit - Infant / Toddler - Standard grade,Taxable,Yes,1,EA,6,6,
CLHINFS,Outfits / Clothing set - Infant / Toddler,Taxable,Yes,1,EA,16,16,
CLHINFS+,Outfits / Clothing set - Infant / Toddler - High grade,Taxable,Yes,1,EA,30,30,
CLHINFS-,Outfits / Clothing set - Infant / Toddler - Standard grade,Taxable,Yes,1,EA,9,9,
CLHJCCK,Jacket/Coat/Rain coat - Children's/kid's - Casual,Taxable,Yes,1,EA,50,50,
CLHJCCK+,Jacket/Coat/Rain coat - Children's/kid's - Casual -Hgh grd,Taxable,Yes,1,EA,95,95,
CLHJCCK-,Jacket/Coat/Rain coat - Children's/kid's - Casual -Std grd,Taxable,Yes,1,EA,25,25,
CLHJCCL,Jacket/Coat/Rain coat - Ladies' - Casual,Taxable,Yes,1,EA,90,90,
CLHJCCL+,Jacket/Coat/Rain coat - Ladies' - Casual - High grade,Taxable,Yes,1,EA,230,230,
CLHJCCL-,Jacket/Coat/Rain coat - Ladies' - Casual - Standard grade,Taxable,Yes,1,EA,30,30,
CLHJCCM,Jacket/Coat/Rain coat - Men's - Casual,Taxable,Yes,1,EA,88,88,
CLHJCCM+,Jacket/Coat/Rain coat - Men's - Casual - High grade,Taxable,Yes,1,EA,245,245,
CLHJCCM-,Jacket/Coat/Rain coat - Men's - Casual - Standard grade,Taxable,Yes,1,EA,42,42,
CLHJCDK,Jacket / Coat - Children's/kid's - Dress,Taxable,Yes,1,EA,49,49,
CLHJCDK+,Jacket / Coat - Children's/kid's - Dress - High grade,Taxable,Yes,1,EA,102,102,
CLHJCDK-,Jacket / Coat - Children's/kid's - Dress - Standard grade,Taxable,Yes,1,EA,23,23,
CLHJCDL,Jacket / Coat - Ladies' - Dress,Taxable,Yes,1,EA,68,68,
CLHJCDL+,Jacket / Coat - Ladies' - Dress - High grade,Taxable,Yes,1,EA,125,125,
CLHJCDL++,Jacket / Coat - Ladies' - Dress - Premium grade,Taxable,Yes,1,EA,204,204,
CLHJCDL+++,Jacket / Coat - Ladies' - Dress - Deluxe grade,Taxable,Yes,1,EA,356,356,
CLHJCDL-,Jacket / Coat - Ladies' - Dress - Standard grade,Taxable,Yes,1,EA,40,40,
CLHJCDM,Jacket / Coat - Men's - Dress,Taxable,Yes,1,EA,166,166,
CLHJCDM+,Jacket / Coat - Men's - Dress - High grade,Taxable,Yes,1,EA,252,252,
CLHJCDM++,Jacket / Coat - Men's - Dress - Premium grade,Taxable,Yes,1,EA,377,377,
CLHJCDM-,Jacket / Coat - Men's - Dress - Standard grade,Taxable,Yes,1,EA,80,80,
CLHJCLF,Jacket / Coat - Ladies' - Fur,Taxable,Yes,1,EA,1820,"1,820.00",
CLHJCLF+,Jacket / Coat - Ladies' - Fur - High grade,Taxable,Yes,1,EA,3900,"3,900.00",
CLHJCLF++,Jacket / Coat - Ladies' - Fur - Premium grade,Taxable,Yes,1,EA,5400,"5,400.00",
CLHJCLF+++,Jacket / Coat - Ladies' - Fur - Deluxe grade,Taxable,Yes,1,EA,11570,"11,570.00",
CLHJCLF-,Jacket / Coat - Ladies' - Fur - Standard grade,Taxable,Yes,1,EA,560,560,
CLHJCLL,Jacket / Coat - Ladies' - Leather,Taxable,Yes,1,EA,180,180,
CLHJCLL+,Jacket / Coat - Ladies' - Leather - High grade,Taxable,Yes,1,EA,250,250,
CLHJCLL++,Jacket / Coat - Ladies' - Leather - Premium grade,Taxable,Yes,1,EA,360,360,
CLHJCLL+++,Jacket / Coat - Ladies' - Leather - Deluxe grade,Taxable,Yes,1,EA,595,595,
CLHJCLL-,Jacket / Coat - Ladies' - Leather - Standard grade,Taxable,Yes,1,EA,110,110,
CLHJCLM,Jacket / Coat - Men's - Leather,Taxable,Yes,1,EA,180,180,
CLHJCLM+,Jacket / Coat - Men's - Leather - High grade,Taxable,Yes,1,EA,250,250,
CLHJCLM++,Jacket / Coat - Men's - Leather - Premium grade,Taxable,Yes,1,EA,400,400,
CLHJCLM+++,Jacket / Coat - Men's - Leather - Deluxe grade,Taxable,Yes,1,EA,695,695,
CLHJCLM-,Jacket / Coat - Men's - Leather - Standard grade,Taxable,Yes,1,EA,110,110,
CLHJCMF,Jacket / Coat - Men's - Fur,Taxable,Yes,1,EA,1691,"1,691.00",
CLHJCMF+,Jacket / Coat - Men's - Fur - High grade,Taxable,Yes,1,EA,3253,"3,253.00",
CLHJCMF++,Jacket / Coat - Men's - Fur - Premium grade,Taxable,Yes,1,EA,4980,"4,980.00",
CLHJCMF+++,Jacket / Coat - Men's - Fur - Deluxe grade,Taxable,Yes,1,EA,9527,"9,527.00",
CLHJCMF-,Jacket / Coat - Men's - Fur - Standard grade,Taxable,Yes,1,EA,450,450,
CLHKDDS,Dress suit - Children's/kid's,Taxable,Yes,1,EA,75,75,
CLHKDDS+,Dress suit - Children's/kid's - High grade,Taxable,Yes,1,EA,228,228,
CLHKDDS-,Dress suit - Children's/kid's - Standard grade,Taxable,Yes,1,EA,45,45,
CLHKIDV,Vest - Children's/kid's,Taxable,Yes,1,EA,39,39,
CLHKIDV+,Vest - Children's/kid's - High grade,Taxable,Yes,1,EA,110,110,
CLHKIDV-,Vest - Children's/kid's - Standard grade,Taxable,Yes,1,EA,18,18,
CLHLSET,Casual Set - Ladies',Taxable,Yes,1,EA,25,25,
CLHLSET+,Casual Set - Ladies' - High grade,Taxable,Yes,1,EA,45,45,
CLHLSET-,Casual Set - Ladies' - Standard grade,Taxable,Yes,1,EA,12,12,
CLHLWIG,Ladies' wig - Stock,Taxable,Yes,1,EA,195,195,
CLHLWIG+,Ladies' wig - Stock - High grade,Taxable,Yes,1,EA,796,796,
CLHLWIG-,Ladies' wig - Stock - Standard grade,Taxable,Yes,1,EA,51,51,
CLHMSET,Casual Set - Men's,Taxable,Yes,1,EA,25,25,
CLHMSET+,Casual Set - Men's - High grade,Taxable,Yes,1,EA,90,90,
CLHMSET-,Casual Set - Men's - Standard grade,Taxable,Yes,1,EA,12,12,
CLHMWIG,Men's wig/toupee - Stock,Taxable,Yes,1,EA,275,275,
CLHMWIG+,Men's wig/toupee - Stock - High grade,Taxable,Yes,1,EA,565,565,
CLHMWIG-,Men's wig/toupee - Stock - Standard grade,Taxable,Yes,1,EA,98,98,
CLHOUTRK,Rain pants / Suit - Children's/kid's,Taxable,Yes,1,EA,29,29,
CLHOUTRK+,Rain pants / Suit - Children's/kid's - High grade,Taxable,Yes,1,EA,40,40,
CLHOUTRK-,Rain pants / Suit - Children's/kid's - Standard grade,Taxable,Yes,1,EA,15,15,
CLHOUTRL,Rain pants / Suit - Ladies',Taxable,Yes,1,EA,47,47,
CLHOUTRL+,Rain pants / Suit - Ladies' - High grade,Taxable,Yes,1,EA,88,88,
CLHOUTRL-,Rain pants / Suit - Ladies' - Standard grade,Taxable,Yes,1,EA,25,25,
CLHOUTRM,Rain pants / Suit - Men's,Taxable,Yes,1,EA,45,45,
CLHOUTRM+,Rain pants / Suit - Men's - High grade,Taxable,Yes,1,EA,95,95,
CLHOUTRM-,Rain pants / Suit - Men's - Standard grade,Taxable,Yes,1,EA,20,20,
CLHOUTSK,Snowboard / Ski pants - Children's/kid's,Taxable,Yes,1,EA,60,60,
CLHOUTSK+,Snowboard / Ski pants - Children's/kid's - High grade,Taxable,Yes,1,EA,100,100,
CLHOUTSK-,Snowboard / Ski pants - Children's/kid's - Standard grade,Taxable,Yes,1,EA,25,25,
CLHOUTSL,Snowboard / Ski pants - Ladies',Taxable,Yes,1,EA,130,130,
CLHOUTSL+,Snowboard / Ski pants - Ladies' - High grade,Taxable,Yes,1,EA,285,285,
CLHOUTSL-,Snowboard / Ski pants - Ladies' - Standard grade,Taxable,Yes,1,EA,65,65,
CLHOUTSM,Snowboard / Ski pants - Men's,Taxable,Yes,1,EA,130,130,
CLHOUTSM+,Snowboard / Ski pants - Men's - High grade,Taxable,Yes,1,EA,230,230,
CLHOUTSM-,Snowboard / Ski pants - Men's - Standard grade,Taxable,Yes,1,EA,55,55,
CLHPANTK,Pants - Children's/kid's,Taxable,Yes,1,EA,22,22,
CLHPANTK+,Pants - Children's/kid's - High grade,Taxable,Yes,1,EA,40,40,
CLHPANTK-,Pants - Children's/kid's - Standard grade,Taxable,Yes,1,EA,12,12,
CLHPNJK,Kidswear - Kids jeans,Taxable,Yes,1,EA,25,25,
CLHPNJK+,Kidswear - Kids jeans - High grade,Taxable,Yes,1,EA,50,50,
CLHPNJK-,Kidswear - Kids jeans - Standard grade,Taxable,Yes,1,EA,11,11,
CLHPNKG,Kidswear - Kids cargo pants,Taxable,Yes,1,EA,20,20,
CLHPNKG+,Kidswear - Kids cargo pants - High grade,Taxable,Yes,1,EA,35,35,
CLHPNKG-,Kidswear - Kids cargo pants - Standard grade,Taxable,Yes,1,EA,10,10,
CLHPNKK,Kidswear - Kids khakis / Chinos,Taxable,Yes,1,EA,25,25,
CLHPNKK+,Kidswear - Kids khakis / Chinos - High grade,Taxable,Yes,1,EA,45,45,
CLHPNKK-,Kidswear - Kids khakis / Chinos - Standard grade,Taxable,Yes,1,EA,15,15,
CLHPNKL,Kidswear - Girls leggings,Taxable,Yes,1,EA,15,15,
CLHPNKL+,Kidswear - Girls leggings - High grade,Taxable,Yes,1,EA,30,30,
CLHPNKL-,Kidswear - Girls leggings - Standard grade,Taxable,Yes,1,EA,7,7,
CLHPNKR,Kidswear - Girls capris,Taxable,Yes,1,EA,18,18,
CLHPNKR+,Kidswear - Girls capris - High grade,Taxable,Yes,1,EA,30,30,
CLHPNKR-,Kidswear - Girls capris - Standard grade,Taxable,Yes,1,EA,10,10,
CLHPNLC,Pants - Ladies' - Casual,Taxable,Yes,1,EA,29,29,
CLHPNLC+,Pants - Ladies' - Casual - High grade,Taxable,Yes,1,EA,75,75,
CLHPNLC-,Pants - Ladies' - Casual - Standard grade,Taxable,Yes,1,EA,14,14,
CLHPNLD,Pants - Ladies' - Dress,Taxable,Yes,1,EA,42,42,
CLHPNLD+,Pants - Ladies' - Dress - High grade,Taxable,Yes,1,EA,79,79,
CLHPNLD-,Pants - Ladies' - Dress - Standard grade,Taxable,Yes,1,EA,27,27,
CLHPNLG,Ladieswear - Ladies cargo pants,Taxable,Yes,1,EA,40,40,
CLHPNLG+,Ladieswear - Ladies cargo pants - High grade,Taxable,Yes,1,EA,90,90,
CLHPNLG-,Ladieswear - Ladies cargo pants - Standard grade,Taxable,Yes,1,EA,20,20,
CLHPNLJ,Ladieswear - Ladies jeans,Taxable,Yes,1,EA,60,60,
CLHPNLJ+,Ladieswear - Ladies jeans - High grade,Taxable,Yes,1,EA,125,125,
CLHPNLJ-,Ladieswear - Ladies jeans - Standard grade,Taxable,Yes,1,EA,30,30,
CLHPNLK,Ladieswear - Ladies khakis / Chinos,Taxable,Yes,1,EA,35,35,
CLHPNLK+,Ladieswear - Ladies khakis / Chinos - High grade,Taxable,Yes,1,EA,50,50,
CLHPNLK-,Ladieswear - Ladies khakis / Chinos - Standard grade,Taxable,Yes,1,EA,20,20,
CLHPNLL,Ladieswear - Ladies leggings,Taxable,Yes,1,EA,35,35,
CLHPNLL+,Ladieswear - Ladies leggings - High grade,Taxable,Yes,1,EA,60,60,
CLHPNLL-,Ladieswear - Ladies leggings - Standard grade,Taxable,Yes,1,EA,20,20,
CLHPNLR,Ladieswear - Ladies capris,Taxable,Yes,1,EA,40,40,
CLHPNLR+,Ladieswear - Ladies capris - High grade,Taxable,Yes,1,EA,70,70,
CLHPNLR-,Ladieswear - Ladies capris - Standard grade,Taxable,Yes,1,EA,25,25,
CLHPNLS,Sweatpants - Ladies',Taxable,Yes,1,EA,28,28,
CLHPNLS+,Sweatpants - Ladies' - High grade,Taxable,Yes,1,EA,65,65,
CLHPNLS-,Sweatpants - Ladies' - Standard grade,Taxable,Yes,1,EA,10,10,
CLHPNMC,Pants - Men's - Casual,Taxable,Yes,1,EA,45,45,
CLHPNMC+,Pants - Men's - Casual - High grade,Taxable,Yes,1,EA,85,85,
CLHPNMC-,Pants - Men's - Casual - Standard grade,Taxable,Yes,1,EA,20,20,
CLHPNMD,Pants - Men's - Dress,Taxable,Yes,1,EA,56,56,
CLHPNMD+,Pants - Men's - Dress - High grade,Taxable,Yes,1,EA,100,100,
CLHPNMD-,Pants - Men's - Dress - Standard grade,Taxable,Yes,1,EA,30,30,
CLHPNMG,Menswear - Mens cargo pants,Taxable,Yes,1,EA,35,35,
CLHPNMG+,Menswear - Mens cargo pants - High grade,Taxable,Yes,1,EA,50,50,
CLHPNMG-,Menswear - Mens cargo pants - Standard grade,Taxable,Yes,1,EA,25,25,
CLHPNMJ,Menswear - Mens jeans,Taxable,Yes,1,EA,50,50,
CLHPNMJ+,Menswear - Mens jeans - High grade,Taxable,Yes,1,EA,120,120,
CLHPNMJ-,Menswear - Mens jeans - Standard grade,Taxable,Yes,1,EA,35,35,
CLHPNMK,Menswear - Mens khaki / Chinos,Taxable,Yes,1,EA,40,40,
CLHPNMK+,Menswear - Mens khaki / Chinos - High grade,Taxable,Yes,1,EA,60,60,
CLHPNMK-,Menswear - Mens khaki / Chinos - Standard grade,Taxable,Yes,1,EA,20,20,
CLHPNMS,Sweatpants - Men's,Taxable,Yes,1,EA,33,33,
CLHPNMS+,Sweatpants - Men's - High grade,Taxable,Yes,1,EA,60,60,
CLHPNMS-,Sweatpants - Men's - Standard grade,Taxable,Yes,1,EA,11,11,
CLHROBK,Robe - Children's/kid's,Taxable,Yes,1,EA,20,20,
CLHROBK+,Robe - Children's/kid's - High grade,Taxable,Yes,1,EA,35,35,
CLHROBK-,Robe - Children's/kid's - Standard grade,Taxable,Yes,1,EA,10,10,
CLHROBL,Robe - Ladies',Taxable,Yes,1,EA,30,30,
CLHROBL+,Robe - Ladies' - High grade,Taxable,Yes,1,EA,80,80,
CLHROBL-,Robe - Ladies' - Standard grade,Taxable,Yes,1,EA,16,16,
CLHROBM,Robe - Men's,Taxable,Yes,1,EA,53,53,
CLHROBM+,Robe - Men's - High grade,Taxable,Yes,1,EA,81,81,
CLHROBM-,Robe - Men's - Standard grade,Taxable,Yes,1,EA,24,24,
CLHRSTR,Restore and repair - CLH - Enter price,Taxable,Yes,1,EA,0,0,
CLHSHKB,Shoes - Children's/kid's - Boots,Taxable,Yes,1,EA,38,38,
CLHSHKB+,Shoes - Children's/kid's - Boots - High grade,Taxable,Yes,1,EA,75,75,
CLHSHKB-,Shoes - Children's/kid's - Boots - Standard grade,Taxable,Yes,1,EA,17,17,
CLHSHKC,Shoes - Children's/kid's - Casual,Taxable,Yes,1,EA,32,32,
CLHSHKC+,Shoes - Children's/kid's - Casual - High grade,Taxable,Yes,1,EA,52,52,
CLHSHKC-,Shoes - Children's/kid's - Casual - Standard grade,Taxable,Yes,1,EA,14,14,
CLHSHKD,Shoes - Children's/kid's - Dress,Taxable,Yes,1,EA,32,32,
CLHSHKD+,Shoes - Children's/kid's - Dress - High grade,Taxable,Yes,1,EA,50,50,
CLHSHKD-,Shoes - Children's/kid's - Dress - Standard grade,Taxable,Yes,1,EA,15,15,
CLHSHKO,Shoes - Children's/kid's - Outdoor,Taxable,Yes,1,EA,35,35,
CLHSHKO+,Shoes - Children's/kid's - Outdoor - High grade,Taxable,Yes,1,EA,55,55,
CLHSHKO-,Shoes - Children's/kid's - Outdoor - Standard grade,Taxable,Yes,1,EA,15,15,
CLHSHKP,Shoes - Children's/kid's - Slippers/Slipper socks,Taxable,Yes,1,EA,18,18,
CLHSHKP+,Shoes - Children's/kid's - Slippers/Slipper socks - Hi grd,Taxable,Yes,1,EA,34,34,
CLHSHKP-,Shoes - Children's/kid's - Slippers/Slipper socks - Std gr,Taxable,Yes,1,EA,10,10,
CLHSHKS,Shoes - Children's/kid's - Sandals,Taxable,Yes,1,EA,18,18,
CLHSHKS+,Shoes - Children's/kid's - Sandals - High grade,Taxable,Yes,1,EA,38,38,
CLHSHKS-,Shoes - Children's/kid's - Sandals - Standard grade,Taxable,Yes,1,EA,12,12,
CLHSHKST,Shoes - Children's/kid's - Sneakers / Tennis,Taxable,Yes,1,EA,35,35,
CLHSHKST+,Shoes - Children's/kid's - Sneakers / Tennis - High grade,Taxable,Yes,1,EA,60,60,
CLHSHKST-,Shoes - Children's/kid's - Sneakers / Tennis - Std grade,Taxable,Yes,1,EA,15,15,
CLHSHLB,Shoes - Ladies' - Boots,Taxable,Yes,1,EA,76,76,
CLHSHLB+,Shoes - Ladies' - Boots - High grade,Taxable,Yes,1,EA,160,160,
CLHSHLB-,Shoes - Ladies' - Boots - Standard grade,Taxable,Yes,1,EA,36,36,
CLHSHLC,Shoes - Ladies' - Casual,Taxable,Yes,1,EA,39,39,
CLHSHLC+,Shoes - Ladies' - Casual - High grade,Taxable,Yes,1,EA,85,85,
CLHSHLC-,Shoes - Ladies' - Casual - Standard grade,Taxable,Yes,1,EA,23,23,
CLHSHLD,Shoes - Ladies' - Dress,Taxable,Yes,1,EA,53,53,
CLHSHLD+,Shoes - Ladies' - Dress - High grade,Taxable,Yes,1,EA,111,111,
CLHSHLD-,Shoes - Ladies' - Dress - Standard grade,Taxable,Yes,1,EA,25,25,
CLHSHLO,Shoes - Ladies' - Outdoor,Taxable,Yes,1,EA,85,85,
CLHSHLO+,Shoes - Ladies' - Outdoor - High grade,Taxable,Yes,1,EA,135,135,
CLHSHLO-,Shoes - Ladies' - Outdoor - Standard grade,Taxable,Yes,1,EA,37,37,
CLHSHLS,Shoes - Ladies' - Sandals,Taxable,Yes,1,EA,39,39,
CLHSHLS+,Shoes - Ladies' - Sandals - High grade,Taxable,Yes,1,EA,79,79,
CLHSHLS-,Shoes - Ladies' - Sandals - Standard grade,Taxable,Yes,1,EA,15,15,
CLHSHLSP,Shoes - Ladies' - Slippers / Slipper socks,Taxable,Yes,1,EA,30,30,
CLHSHLSP+,Shoes - Ladies' - Slippers / Slipper socks - High grade,Taxable,Yes,1,EA,59,59,
CLHSHLSP-,Shoes - Ladies' - Slippers / Slipper socks - Standard grd,Taxable,Yes,1,EA,15,15,
CLHSHLST,Shoes - Ladies' - Sneakers / Tennis,Taxable,Yes,1,EA,60,60,
CLHSHLST+,Shoes - Ladies' - Sneakers / Tennis - High grade,Taxable,Yes,1,EA,103,103,
CLHSHLST-,Shoes - Ladies' - Sneakers / Tennis - Standard grade,Taxable,Yes,1,EA,39,39,
CLHSHMB,Shoes - Men's - Boots,Taxable,Yes,1,EA,110,110,
CLHSHMB+,Shoes - Men's - Boots - High grade,Taxable,Yes,1,EA,190,190,
CLHSHMB-,Shoes - Men's - Boots - Standard grade,Taxable,Yes,1,EA,59,59,
CLHSHMC,Shoes - Men's - Casual,Taxable,Yes,1,EA,55,55,
CLHSHMC+,Shoes - Men's - Casual - High grade,Taxable,Yes,1,EA,120,120,
CLHSHMC-,Shoes - Men's - Casual - Standard grade,Taxable,Yes,1,EA,25,25,
CLHSHMD,Shoes - Men's - Dress,Taxable,Yes,1,EA,79,79,
CLHSHMD+,Shoes - Men's - Dress - High grade,Taxable,Yes,1,EA,125,125,
CLHSHMD-,Shoes - Men's - Dress - Standard grade,Taxable,Yes,1,EA,44,44,
CLHSHMO,Shoes - Men's - Outdoor,Taxable,Yes,1,EA,95,95,
CLHSHMO+,Shoes - Men's - Outdoor - High grade,Taxable,Yes,1,EA,140,140,
CLHSHMO-,Shoes - Men's - Outdoor - Standard grade,Taxable,Yes,1,EA,48,48,
CLHSHMS,Shoes - Men's - Sandals,Taxable,Yes,1,EA,42,42,
CLHSHMS+,Shoes - Men's - Sandals - High grade,Taxable,Yes,1,EA,87,87,
CLHSHMS-,Shoes - Men's - Sandals - Standard grade,Taxable,Yes,1,EA,16,16,
CLHSHMSP,Shoes - Men's - Slippers / Slipper socks,Taxable,Yes,1,EA,30,30,
CLHSHMSP+,Shoes - Men's - Slippers / Slipper socks - High grade,Taxable,Yes,1,EA,60,60,
CLHSHMSP-,Shoes - Men's - Slippers / Slipper socks - Standard grade,Taxable,Yes,1,EA,14,14,
CLHSHMST,Shoes - Men's - Sneakers / Tennis,Taxable,Yes,1,EA,70,70,
CLHSHMST+,Shoes - Men's - Sneakers / Tennis - High grade,Taxable,Yes,1,EA,115,115,
CLHSHMST-,Shoes - Men's - Sneakers / Tennis - Standard grade,Taxable,Yes,1,EA,37,37,
CLHSHTK,Shorts - Children's/kid's,Taxable,Yes,1,EA,20,20,
CLHSHTK+,Shorts - Children's/kid's - High grade,Taxable,Yes,1,EA,35,35,
CLHSHTK-,Shorts - Children's/kid's - Standard grade,Taxable,Yes,1,EA,10,10,
CLHSHTL,Shorts - Ladies',Taxable,Yes,1,EA,30,30,
