Code,Description,Tax Status,Contractor Supplied,Quantity,Unit,Unit Price,Total,Request third-party pricing
HDFCDNR-,"Napkin rings, set of 4 - Standard grade",Taxable,Yes,1,EA,13,13,
HDFCDRI,Crystal stemware/Fine drinking glass - Single,Taxable,Yes,1,EA,25,25,
HDFCDRI+,Crystal stemware/Fine drinking glass - Single - High grd,Taxable,Yes,1,EA,50,50,
HDFCDRI++,Crystal stemware/Fine drinking glass - Single - Prem grd,Taxable,Yes,1,EA,90,90,
HDFCDRI+++,Crystal stemware/Fine drinking glass - Single - Dlx grd,Taxable,Yes,1,EA,200,200,
HDFCDRI-,Crystal stemware/Fine drinking glass - Single - Std grd,Taxable,Yes,1,EA,9,9,
HDFCDRS,Crystal stemware/Fine drinking glass set - 4pc.,Taxable,Yes,1,EA,50,50,
HDFCDRS+,Crystal stemware/Fine drinking glass set - 4pc. - High grd,Taxable,Yes,1,EA,100,100,
HDFCDRS-,Crystal stemware/Fine drinking glass set - 4pc. - Std grd,Taxable,Yes,1,EA,23,23,
HDFCDWS,Dinnerware set - 16 pc - Casual dinnerware,Taxable,Yes,1,EA,45,45,
HDFCDWS+,Dinnerware set - 16 pc - Casual dinnerware - High grade,Taxable,Yes,1,EA,60,60,
HDFCDWS-,Dinnerware set - 16 pc - Casual dinnerware - Std grd,Taxable,Yes,1,EA,30,30,
HDFCFBA,Bowl - All-Purpose - Fine china,Taxable,Yes,1,EA,43,43,
HDFCFBA+,Bowl - All-Purpose - Fine china - High grade,Taxable,Yes,1,EA,76,76,
HDFCFBA-,Bowl - All-Purpose - Fine china - Standard grade,Taxable,Yes,1,EA,33,33,
HDFCFBF,Bowl - Fruit - Fine china,Taxable,Yes,1,EA,55,55,
HDFCFBF+,Bowl - Fruit - Fine china - High grade,Taxable,Yes,1,EA,160,160,
HDFCFBF-,Bowl - Fruit - Fine china - Standard grade,Taxable,Yes,1,EA,37,37,
HDFCFBS,Bowl - Soup / Pasta / Cereal - Fine china,Taxable,Yes,1,EA,42,42,
HDFCFBS+,Bowl - Soup / Pasta / Cereal - Fine china - High grade,Taxable,Yes,1,EA,65,65,
HDFCFBS++,Bowl - Soup / Pasta / Cereal - Fine china - Premium grade,Taxable,Yes,1,EA,140,140,
HDFCFBS-,Bowl - Soup / Pasta / Cereal - Fine china - Standard grade,Taxable,Yes,1,EA,32,32,
HDFCFBSG,Bowl - Sugar - Fine china,Taxable,Yes,1,EA,100,100,
HDFCFBSG+,Bowl - Sugar - Fine china - High grade,Taxable,Yes,1,EA,220,220,
HDFCFBSG-,Bowl - Sugar - Fine china - Standard grade,Taxable,Yes,1,EA,40,40,
HDFCFBSS,Bowl - Salad / Serving - Fine china,Taxable,Yes,1,EA,70,70,
HDFCFBSS+,Bowl - Salad / Serving - Fine china - High grade,Taxable,Yes,1,EA,225,225,
HDFCFBSS-,Bowl - Salad / Serving - Fine china - Standard grade,Taxable,Yes,1,EA,40,40,
HDFCFBV,Bowl - Vegetable - Fine china,Taxable,Yes,1,EA,130,130,
HDFCFBV+,Bowl - Vegetable - Fine china - High grade,Taxable,Yes,1,EA,350,350,
HDFCFBV-,Bowl - Vegetable - Fine china - Standard grade,Taxable,Yes,1,EA,47,47,
HDFCFCM,Coffee creamer - Fine china,Taxable,Yes,1,EA,94,94,
HDFCFCM+,Coffee creamer - Fine china - High grade,Taxable,Yes,1,EA,225,225,
HDFCFCM-,Coffee creamer - Fine china - Standard grade,Taxable,Yes,1,EA,40,40,
HDFCFCP,Coffee pot / server - Fine china,Taxable,Yes,1,EA,140,140,
HDFCFCP+,Coffee pot / server - Fine china - High grade,Taxable,Yes,1,EA,270,270,
HDFCFCP++,Coffee pot / server - Fine china - Premium grade,Taxable,Yes,1,EA,500,500,
HDFCFCP-,Coffee pot / server - Fine china - Standard grade,Taxable,Yes,1,EA,40,40,
HDFCFCS,Teacup & saucer - Fine china,Taxable,Yes,1,EA,75,75,
HDFCFCS+,Teacup & saucer - Fine china - High grade,Taxable,Yes,1,EA,180,180,
HDFCFCS-,Teacup & saucer - Fine china - Standard grade,Taxable,Yes,1,EA,42,42,
HDFCFDB,Dish - Butter - Fine china,Taxable,Yes,1,EA,50,50,
HDFCFDB+,Dish - Butter - Fine china - High grade,Taxable,Yes,1,EA,110,110,
HDFCFDB-,Dish - Butter - Fine china - Standard grade,Taxable,Yes,1,EA,32,32,
HDFCFGB,Gravy boat - Fine china,Taxable,Yes,1,EA,100,100,
HDFCFGB+,Gravy boat - Fine china - High grade,Taxable,Yes,1,EA,275,275,
HDFCFGB-,Gravy boat - Fine china - Standard grade,Taxable,Yes,1,EA,43,43,
HDFCFPD,Plate - Dinner - Fine china,Taxable,Yes,1,EA,46,46,
HDFCFPD+,Plate - Dinner - Fine china - High grade,Taxable,Yes,1,EA,110,110,
HDFCFPD-,Plate - Dinner - Fine china - Standard grade,Taxable,Yes,1,EA,33,33,
HDFCFPDS,Plate - Dessert / Bread - Fine china,Taxable,Yes,1,EA,55,55,
HDFCFPDS+,Plate - Dessert / Bread - Fine china - High grade,Taxable,Yes,1,EA,135,135,
HDFCFPDS-,Plate - Dessert / Bread - Fine china - Std grd,Taxable,Yes,1,EA,33,33,
HDFCFPLS,Plate set - 4pc. - Fine china,Taxable,Yes,1,EA,60,60,
HDFCFPLS+,Plate set - 4pc. - Fine china - High grade,Taxable,Yes,1,EA,130,130,
HDFCFPLS-,Plate set - 4pc. - Fine china - Standard grade,Taxable,Yes,1,EA,45,45,
HDFCFPS,Place setting 4 pc. - Fine china,Taxable,Yes,1,EA,75,75,
HDFCFPS+,Place setting 4 pc. - Fine china - High grade,Taxable,Yes,1,EA,125,125,
HDFCFPS++,Place setting 4 pc. - Fine china - Premium grade,Taxable,Yes,1,EA,200,200,
HDFCFPS-,Place setting 4 pc. - Fine china - Standard grade,Taxable,Yes,1,EA,50,50,
HDFCFPSL,Plate - Salad - Fine china,Taxable,Yes,1,EA,43,43,
HDFCFPSL+,Plate - Salad - Fine china - High grade,Taxable,Yes,1,EA,100,100,
HDFCFPSL-,Plate - Salad - Fine china - Standard grade,Taxable,Yes,1,EA,31,31,
HDFCFPSP,Plate - Soup - Fine china,Taxable,Yes,1,EA,66,66,
HDFCFPSP+,Plate - Soup - Fine china - High grade,Taxable,Yes,1,EA,150,150,
HDFCFPSP-,Plate - Soup - Fine china - Standard grade,Taxable,Yes,1,EA,39,39,
HDFCFS,Silverware - Casual fork sets - 4-6 pc.,Taxable,Yes,1,EA,25,25,
HDFCFS+,Silverware - Casual fork sets - 4-6 pc. - High grade,Taxable,Yes,1,EA,56,56,
HDFCFS-,Silverware - Casual fork sets - 4-6 pc. - Std grade,Taxable,Yes,1,EA,10,10,
HDFCFSCT,Saucer - Tea - Fine china,Taxable,Yes,1,EA,50,50,
HDFCFSCT+,Saucer - Tea - Fine china - High grade,Taxable,Yes,1,EA,110,110,
HDFCFSCT-,Saucer - Tea - Fine china - Standard grade,Taxable,Yes,1,EA,31,31,
HDFCFSPS,Salt & pepper shaker - Fine china,Taxable,Yes,1,EA,50,50,
HDFCFSPS+,Salt & pepper shaker - Fine china - High grade,Taxable,Yes,1,EA,110,110,
HDFCFSPS-,Salt & pepper shaker - Fine china - Standard grade,Taxable,Yes,1,EA,33,33,
HDFCFTCP,Teacup - Fine china,Taxable,Yes,1,EA,40,40,
HDFCFTCP+,Teacup - Fine china - High grade,Taxable,Yes,1,EA,120,120,
HDFCFTCP-,Teacup - Fine china - Standard grade,Taxable,Yes,1,EA,31,31,
HDFCFTPT,Teapot - Fine china,Taxable,Yes,1,EA,90,90,
HDFCFTPT+,Teapot - Fine china - High grade,Taxable,Yes,1,EA,225,225,
HDFCFTPT++,Teapot - Fine china - Premium grade,Taxable,Yes,1,EA,500,500,
HDFCFTPT-,Teapot - Fine china - Standard grade,Taxable,Yes,1,EA,36,36,
HDFCFTS,Fine / Silver tea / coffee set,Taxable,Yes,1,EA,180,180,
HDFCFTS+,Fine / Silver tea / coffee set - High grade,Taxable,Yes,1,EA,700,700,
HDFCFTS-,Fine / Silver tea / coffee set - Standard grade,Taxable,Yes,1,EA,61,61,
HDFCHRGC,Chargers - Table accent - Casual dinnerware,Taxable,Yes,1,EA,20,20,
HDFCHRGC+,Chargers - Table accent - Casual dinnerware - High grade,Taxable,Yes,1,EA,29,29,
HDFCHRGC-,Chargers - Table accent - Casual dinnerware - Standard gr.,Taxable,Yes,1,EA,8,8,
HDFCHRGF,Chargers - Table accent - Fine china,Taxable,Yes,1,EA,70,70,
HDFCHRGF+,Chargers - Table accent - Fine china - High grade,Taxable,Yes,1,EA,190,190,
HDFCHRGF-,Chargers - Table accent - Fine china - Standard grade,Taxable,Yes,1,EA,37,37,
HDFCKS,Silverware - Casual knife sets - 4-6 pc.,Taxable,Yes,1,EA,25,25,
HDFCKS+,Silverware - Casual knife sets - 4-6 pc. - High grade,Taxable,Yes,1,EA,65,65,
HDFCKS-,Silverware - Casual knife sets - 4-6 pc. - Std grade,Taxable,Yes,1,EA,10,10,
HDFCMUG,Mug,Taxable,Yes,1,EA,13,13,
HDFCMUG+,Mug - High grade,Taxable,Yes,1,EA,29,29,
HDFCMUG-,Mug - Standard grade,Taxable,Yes,1,EA,7,7,
HDFCOAS,Coaster set,Taxable,Yes,1,EA,20,20,
HDFCOAS+,Coaster set - High grade,Taxable,Yes,1,EA,50,50,
HDFCOAS-,Coaster set - Standard grade,Taxable,Yes,1,EA,9,9,
HDFCPLC,Place setting 4 pc. - Casual dinnerware,Taxable,Yes,1,EA,30,30,
HDFCPLC+,Place setting 4 pc. - Casual dinnerware - High grade,Taxable,Yes,1,EA,40,40,
HDFCPLC-,Place setting 4 pc. - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,18,18,
HDFCPLD,Plate - Dinner - Casual dinnerware,Taxable,Yes,1,EA,17,17,
HDFCPLD+,Plate - Dinner - Casual dinnerware - High grade,Taxable,Yes,1,EA,28,28,
HDFCPLD-,Plate - Dinner - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,5,5,
HDFCPLDS,Plate - Dessert/Bread - Casual dinnerware,Taxable,Yes,1,EA,18,18,
HDFCPLDS+,Plate - Dessert/Bread - Casual dinnerware - High grd,Taxable,Yes,1,EA,27,27,
HDFCPLDS-,Plate - Dessert/Bread - Casual dinnerware - Std grd,Taxable,Yes,1,EA,9,9,
HDFCPLS,Plate - Salad - Casual dinnerware,Taxable,Yes,1,EA,15,15,
HDFCPLS+,Plate - Salad - Casual dinnerware - High grade,Taxable,Yes,1,EA,27,27,
HDFCPLS-,Plate - Salad - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,5,5,
HDFCPLST,Plate set - 4pc. - Casual dinnerware,Taxable,Yes,1,EA,23,23,
HDFCPLST+,Plate set - 4pc. - Casual dinnerware - High grade,Taxable,Yes,1,EA,37,37,
HDFCPLST-,Plate set - 4pc. - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,12,12,
HDFCSPS,Salt & pepper shaker - Casual dinnerware,Taxable,Yes,1,EA,20,20,
HDFCSPS+,Salt & pepper shaker - Casual dinnerware - High grade,Taxable,Yes,1,EA,27,27,
HDFCSPS-,Salt & pepper shaker - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,9,9,
HDFCSS,Silverware - Casual spoon sets - 4-6 pc.,Taxable,Yes,1,EA,22,22,
HDFCSS+,Silverware - Casual spoon sets - 4-6 pc. - High grade,Taxable,Yes,1,EA,56,56,
HDFCSS-,Silverware - Casual spoon sets - 4-6 pc. - Std grade,Taxable,Yes,1,EA,10,10,
HDFCTCP,Teacup - Casual dinnerware,Taxable,Yes,1,EA,21,21,
HDFCTCP+,Teacup - Casual dinnerware - High grade,Taxable,Yes,1,EA,28,28,
HDFCTCP-,Teacup - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,10,10,
HDFCTPT,Teapot - Casual dinnerware,Taxable,Yes,1,EA,23,23,
HDFCTPT+,Teapot - Casual dinnerware - High grade,Taxable,Yes,1,EA,30,30,
HDFCTPT-,Teapot - Casual dinnerware - Standard grade,Taxable,Yes,1,EA,16,16,
HDFFCPS,Silverware - Casual place setting - 5 pc,Taxable,Yes,1,EA,30,30,
HDFFCPS+,Silverware - Casual place setting - 5 pc - High grade,Taxable,Yes,1,EA,40,40,
HDFFCPS-,Silverware - Casual place setting - 5 pc - Standard grade,Taxable,Yes,1,EA,20,20,
HDFFCSE,Silverware/Flatware - Casual serving/Hostess set,Taxable,Yes,1,EA,25,25,
HDFFCSE+,Silverware/Flatware - Casual serving/Hostess set -High grd,Taxable,Yes,1,EA,37,37,
HDFFCSE-,Silverware/Flatware - Casual serving/Hostess set - Std grd,Taxable,Yes,1,EA,13,13,
HDFFCWS,Silverware - Casual flatware sets - 20pc.,Taxable,Yes,1,EA,45,45,
HDFFCWS+,Silverware - Casual flatware sets - 20pc. - High grade,Taxable,Yes,1,EA,125,125,
HDFFCWS-,Silverware - Casual flatware sets - 20pc. - Std grade,Taxable,Yes,1,EA,20,20,
HDFFDWS,Dinnerware set - 16 pc - Fine china,Taxable,Yes,1,EA,84,84,
HDFFDWS+,Dinnerware set - 16 pc - Fine china - High grade,Taxable,Yes,1,EA,119,119,
HDFFDWS++,Dinnerware set - 16 pc - Fine china - Premium grade,Taxable,Yes,1,EA,250,250,
HDFFDWS-,Dinnerware set - 16 pc - Fine china - Standard grade,Taxable,Yes,1,EA,70,70,
HDFFFD,Silverware - Fine fork - Dinner,Taxable,Yes,1,EA,50,50,
HDFFFD+,Silverware - Fine fork - Dinner - High grade,Taxable,Yes,1,EA,100,100,
HDFFFD-,Silverware - Fine fork - Dinner - Standard grade,Taxable,Yes,1,EA,23,23,
HDFFFS,Silverware - Fine fork - Salad,Taxable,Yes,1,EA,50,50,
HDFFFS+,Silverware - Fine fork - Salad - High grade,Taxable,Yes,1,EA,100,100,
HDFFFS-,Silverware - Fine fork - Salad - Standard grade,Taxable,Yes,1,EA,23,23,
HDFFFST,Silverware/Flatware - Fine serving/Hostess set,Taxable,Yes,1,EA,70,70,
HDFFFST+,Silverware/Flatware - Fine serving/Hostess set - High grd,Taxable,Yes,1,EA,150,150,
HDFFFST-,Silverware/Flatware - Fine serving/Hostess set  - Std grd,Taxable,Yes,1,EA,43,43,
HDFFFSV,Silverware - Fine fork - Serving/Meat,Taxable,Yes,1,EA,53,53,
HDFFFSV+,Silverware - Fine fork - Serving/Meat - High grade,Taxable,Yes,1,EA,120,120,
HDFFFSV-,Silverware - Fine fork - Serving/Meat - Standard grade,Taxable,Yes,1,EA,29,29,
HDFFGBS,Fine gravy boat stand,Taxable,Yes,1,EA,75,75,
HDFFGBS+,Fine gravy boat stand - High grade,Taxable,Yes,1,EA,175,175,
HDFFGBS-,Fine gravy boat stand - Standard grade,Taxable,Yes,1,EA,35,35,
HDFFKB,Silverware - Fine knife - Butter,Taxable,Yes,1,EA,45,45,
HDFFKB+,Silverware - Fine knife - Butter - High grade,Taxable,Yes,1,EA,105,105,
HDFFKB-,Silverware - Fine knife - Butter - Standard grade,Taxable,Yes,1,EA,25,25,
HDFFLSK,Flask,Taxable,Yes,1,EA,22,22,
HDFFLSK+,Flask - High grade,Taxable,Yes,1,EA,40,40,
HDFFLSK-,Flask - Standard grade,Taxable,Yes,1,EA,10,10,
HDFFLST,Silverware chest,Taxable,Yes,1,EA,130,130,
HDFFLST+,Silverware chest - High grade,Taxable,Yes,1,EA,300,300,
HDFFLST-,Silverware chest - Standard grade,Taxable,Yes,1,EA,50,50,
HDFFPS,Flatware/Silverware - Fine place setting - 5 pc,Taxable,Yes,1,EA,65,65,
HDFFPS+,Flatware/Silverware - Fine place setting - 5 pc - High grd,Taxable,Yes,1,EA,85,85,
HDFFPS++,Flatware/Silverware - Fine place setting - 5 pc - Prem grd,Taxable,Yes,1,EA,160,160,
HDFFPS+++,Flatware/Silverware - Fine place setting - 5 pc - Dlx grd,Taxable,Yes,1,EA,500,500,
HDFFPS-,Flatware/Silverware - Fine place setting - 5 pc - Std grd,Taxable,Yes,1,EA,46,46,
HDFFSC,Silverware - Fine spoon - Casserole,Taxable,Yes,1,EA,53,53,
HDFFSC+,Silverware - Fine spoon - Casserole - High grade,Taxable,Yes,1,EA,105,105,
HDFFSC-,Silverware - Fine spoon - Casserole - Standard grade,Taxable,Yes,1,EA,27,27,
HDFFSSG,Silverware - Fine spoon - Sugar,Taxable,Yes,1,EA,60,60,
HDFFSSG+,Silverware - Fine spoon - Sugar - High grade,Taxable,Yes,1,EA,100,100,
HDFFSSG-,Silverware - Fine spoon - Sugar - Standard grade,Taxable,Yes,1,EA,26,26,
HDFFST,Silverware - Fine spoon - Table,Taxable,Yes,1,EA,64,64,
HDFFST+,Silverware - Fine spoon - Table - High grade,Taxable,Yes,1,EA,150,150,
HDFFST-,Silverware - Fine spoon - Table - Standard grade,Taxable,Yes,1,EA,27,27,
HDFFSTE,Silverware - Fine spoon - Tea,Taxable,Yes,1,EA,61,61,
HDFFSTE+,Silverware - Fine spoon - Tea - High grade,Taxable,Yes,1,EA,112,112,
HDFFSTE-,Silverware - Fine spoon - Tea - Standard grade,Taxable,Yes,1,EA,26,26,
HDFHDFC,Fine china - Enter price,Taxable,Yes,1,EA,0,0,
HDFHDFD,Dinnerware - Enter price,Taxable,Yes,1,EA,0,0,
HDFHDFF,Flatware / Silverware - Enter price,Taxable,Yes,1,EA,0,0,
HDFKCKS,Silverware - Fine knife - Cake knife / server,Taxable,Yes,1,EA,50,50,
HDFKCKS+,Silverware - Fine knife - Cake knife / server - High grade,Taxable,Yes,1,EA,100,100,
HDFKCKS-,Silverware - Fine knife - Cake knife / server - Std grade,Taxable,Yes,1,EA,26,26,
HDFLZSN,Lazy susan,Taxable,Yes,1,EA,50,50,
HDFLZSN+,Lazy susan - High grade,Taxable,Yes,1,EA,160,160,
HDFLZSN-,Lazy susan - Standard grade,Taxable,Yes,1,EA,15,15,
HDFPBWL,Punch bowl,Taxable,Yes,1,EA,66,66,
HDFPBWL+,Punch bowl - High grade,Taxable,Yes,1,EA,220,220,
HDFPBWL-,Punch bowl - Standard grade,Taxable,Yes,1,EA,20,20,
HDFPICH,Pitcher,Taxable,Yes,1,EA,35,35,
HDFPICH+,Pitcher - High grade,Taxable,Yes,1,EA,65,65,
HDFPICH++,Pitcher - Premium grade,Taxable,Yes,1,EA,200,200,
HDFPICH-,Pitcher - Standard grade,Taxable,Yes,1,EA,12,12,
HDFRSTR,Restore and repair - HDF - Enter price,Taxable,Yes,1,EA,0,0,
HDFSCDY,Candy dish,Taxable,Yes,1,EA,28,28,
HDFSCDY+,Candy dish - High grade,Taxable,Yes,1,EA,110,110,
HDFSCDY-,Candy dish - Standard grade,Taxable,Yes,1,EA,10,10,
HDFSCHD,Chafing dish,Taxable,Yes,1,EA,105,105,
HDFSCHD+,Chafing dish - High grade,Taxable,Yes,1,EA,325,325,
HDFSCHD-,Chafing dish - Standard grade,Taxable,Yes,1,EA,40,40,
HDFSCKP,Cake plate - Serveware,Taxable,Yes,1,EA,45,45,
HDFSCKP+,Cake plate - Serveware - High grade,Taxable,Yes,1,EA,170,170,
HDFSCKP-,Cake plate - Serveware - Standard grade,Taxable,Yes,1,EA,15,15,
HDFSDC,Decanter - Carafe,Taxable,Yes,1,EA,36,36,
HDFSDC+,Decanter - Carafe - High grade,Taxable,Yes,1,EA,95,95,
HDFSDC++,Decanter - Carafe - Premium grade,Taxable,Yes,1,EA,375,375,
HDFSDC-,Decanter - Carafe - Standard grade,Taxable,Yes,1,EA,16,16,
HDFSDIP,Chip & dip set - Serveware,Taxable,Yes,1,EA,40,40,
HDFSDIP+,Chip & dip set - Serveware - High grade,Taxable,Yes,1,EA,115,115,
HDFSDIP-,Chip & dip set - Serveware - Standard grade,Taxable,Yes,1,EA,18,18,
HDFSICE,Ice bucket,Taxable,Yes,1,EA,36,36,
HDFSICE+,Ice bucket - High grade,Taxable,Yes,1,EA,75,75,
HDFSICE++,Ice bucket - Premium grade,Taxable,Yes,1,EA,250,250,
HDFSICE-,Ice bucket - Standard grade,Taxable,Yes,1,EA,21,21,
HDFSPLT,Platter,Taxable,Yes,1,EA,41,41,
HDFSPLT+,Platter - High grade,Taxable,Yes,1,EA,90,90,
HDFSPLT++,Platter - Premium grade,Taxable,Yes,1,EA,179,179,
HDFSPLT+++,Platter - Deluxe grade,Taxable,Yes,1,EA,375,375,
HDFSPLT-,Platter - Standard grade,Taxable,Yes,1,EA,18,18,
HDFSSPT,Soup tureen,Taxable,Yes,1,EA,120,120,
HDFSSPT+,Soup tureen - High grade,Taxable,Yes,1,EA,400,400,
HDFSSPT-,Soup tureen - Standard grade,Taxable,Yes,1,EA,35,35,
HDFSTRY,Serving tray,Taxable,Yes,1,EA,35,35,
HDFSTRY+,Serving tray - High grade,Taxable,Yes,1,EA,75,75,
HDFSTRY++,Serving tray - Premium grade,Taxable,Yes,1,EA,250,250,
HDFSTRY-,Serving tray - Standard grade,Taxable,Yes,1,EA,15,15,
HDFTVTY,TV tray set,Taxable,Yes,1,EA,112,112,
HDFTVTY+,TV tray set - High grade,Taxable,Yes,1,EA,225,225,
HDFTVTY-,TV tray set - Standard grade,Taxable,Yes,1,EA,65,65,
HDFWTCS,Wine tote / case,Taxable,Yes,1,EA,30,30,
HDFWTCS+,Wine tote / case - High grade,Taxable,Yes,1,EA,100,100,
HDFWTCS-,Wine tote / case - Standard grade,Taxable,Yes,1,EA,12,12,
HLTALCT,Breath alcohol detector,Taxable,Yes,1,EA,75,75,
HLTALCT+,Breath alcohol detector - High grade,Taxable,Yes,1,EA,130,130,
HLTALCT-,Breath alcohol detector - Standard grade,Taxable,Yes,1,EA,25,25,
HLTALLOW,Appearance allowance - HLT - Enter price,Taxable,Yes,1,EA,0,0,
HLTBEDA,Adjustable bed/Hospital bed - Frame only,Taxable,Yes,1,EA,960,960,
HLTBEDA+,Adjustable bed/Hospital bed - Frame only - High grade,Taxable,Yes,1,EA,1900,"1,900.00",
HLTBEDA++,Adjustable Beds - Premium grade,Taxable,Yes,1,EA,3410,"3,410.00",
HLTBEDA-,Adjustable bed/Hospital bed - Frame only - Standard grade,Taxable,Yes,1,EA,500,500,
HLTBEDR,Safety bedrails,Taxable,Yes,1,EA,80,80,
HLTBEDR+,Safety bedrails - High grade,Taxable,Yes,1,EA,140,140,
HLTBEDR-,Safety bedrails - Standard grade,Taxable,Yes,1,EA,40,40,
HLTBLDP,Blood pressure monitor / meter,Taxable,Yes,1,EA,34,34,
HLTBLDP+,Blood pressure monitor / meter - High grade,Taxable,Yes,1,EA,55,55,
HLTBLDP++,Blood pressure monitor / meter - Premium grade,Taxable,Yes,1,EA,110,110,
HLTBLDP-,Blood pressure monitor / meter - Standard grade,Taxable,Yes,1,EA,22,22,
HLTBLGM,Blood glucose meter / monitor,Taxable,Yes,1,EA,22,22,
HLTBLGM+,Blood glucose meter / monitor - High grade,Taxable,Yes,1,EA,52,52,
HLTBLGM-,Blood glucose meter / monitor - Standard grade,Taxable,Yes,1,EA,12,12,
HLTBRACE,Supporter / brace,Taxable,Yes,1,EA,25,25,
HLTBRACE+,Supporter / brace - High grade,Taxable,Yes,1,EA,72,72,
HLTBRACE-,Supporter / brace - Standard grade,Taxable,Yes,1,EA,10,10,
HLTBSEAT,Bath & shower seat / transfer bench,Taxable,Yes,1,EA,82,82,
HLTBSEAT+,Bath & shower seat / transfer bench - High grade,Taxable,Yes,1,EA,200,200,
HLTBSEAT-,Bath & shower seat / transfer bench - Standard grade,Taxable,Yes,1,EA,33,33,
HLTBTHRM,Body temperature thermometer,Taxable,Yes,1,EA,21,21,
HLTBTHRM+,Body temperature thermometer - High grade,Taxable,Yes,1,EA,55,55,
HLTBTHRM-,Body temperature thermometer - Standard grade,Taxable,Yes,1,EA,8,8,
HLTDFIB,Home defibrillator,Taxable,Yes,1,EA,1600,"1,600.00",
HLTDFIB+,Home defibrillator - High grade,Taxable,Yes,1,EA,2550,"2,550.00",
HLTDFIB-,Home defibrillator - Standard grade,Taxable,Yes,1,EA,1200,"1,200.00",
HLTFAKT,First aid kit,Taxable,Yes,1,EA,28,28,
HLTFAKT+,First aid kit - High grade,Taxable,Yes,1,EA,100,100,
HLTFAKT-,First aid kit - Standard grade,Taxable,Yes,1,EA,9.5,9.5,
HLTGLCC,Eyeglass carrying case,Taxable,Yes,1,EA,8,8,
HLTGLCC+,Eyeglass carrying case - High grade,Taxable,Yes,1,EA,25,25,
HLTHLT,Health care supplies - Enter price,Taxable,Yes,1,EA,0,0,
HLTHMON,Heart monitor,Taxable,Yes,1,EA,80,80,
HLTHMON+,Heart monitor - High grade,Taxable,Yes,1,EA,250,250,
HLTHMON-,Heart monitor - Standard grade,Taxable,Yes,1,EA,30,30,
HLTHRAD,Hearing aids - Single,Taxable,Yes,1,EA,500,500,
HLTHRAD+,Hearing aids - Single - High grade,Taxable,Yes,1,EA,1100,"1,100.00",
HLTHRAD-,Hearing aids - Single - Standard grade,Taxable,Yes,1,EA,150,150,
HLTLIFTC,Lift chair - Mobility assistance,Taxable,Yes,1,EA,940,940,
HLTLIFTC+,Lift chair - Mobility assistance - High grade,Taxable,Yes,1,EA,1600,"1,600.00",
HLTLIFTC-,Lift chair - Mobility assistance - Standard grade,Taxable,Yes,1,EA,500,500,
HLTMEDS,Non-prescription medication/medicine/Vitamin - Enter price,Taxable,Yes,1,EA,0,0,
HLTMEDX,Prescription medication / medicine - Enter price,Taxable,Yes,1,EA,0,0,
HLTNEBK,Nebulizer kit,Taxable,Yes,1,EA,51,51,
HLTNEBK+,Nebulizer kit - High grade,Taxable,Yes,1,EA,130,130,
HLTNEBK-,Nebulizer kit - Standard grade,Taxable,Yes,1,EA,30,30,
HLTOBTB,Overbed table,Taxable,Yes,1,EA,105,105,
HLTOBTB+,Overbed table - High grade,Taxable,Yes,1,EA,120,120,
HLTOBTB-,Overbed table - Standard grade,Taxable,Yes,1,EA,60,60,
HLTOTOS,Otoscope,Taxable,Yes,1,EA,70,70,
HLTOTOS+,Otoscope - High grade,Taxable,Yes,1,EA,155,155,
HLTOTOS++,Otoscope - Premium grade,Taxable,Yes,1,EA,325,325,
HLTOTOS-,Otoscope - Standard grade,Taxable,Yes,1,EA,30,30,
HLTPILLO,Pill organizer / holder,Taxable,Yes,1,EA,10,10,
HLTPILLO+,Pill organizer / holder - High grade,Taxable,Yes,1,EA,28,28,
HLTPILLO-,Pill organizer / holder - Standard grade,Taxable,Yes,1,EA,6,6,
HLTPRGL,Prescription glasses (Frames only),Taxable,Yes,1,EA,80,80,
HLTPRGL+,Prescription glasses (Frames only) - High grade,Taxable,Yes,1,EA,115,115,
HLTPRGL++,Prescription glasses (Frames only) - Premium grade,Taxable,Yes,1,EA,185,185,
HLTPRGL-,Prescription glasses (Frames only) - Standard grade,Taxable,Yes,1,EA,25,25,
HLTRGLAS,Reading glasses,Taxable,Yes,1,EA,17,17,
HLTRGLAS+,Reading glasses - High grade,Taxable,Yes,1,EA,50,50,
HLTRGLAS-,Reading glasses - Standard grade,Taxable,Yes,1,EA,8,8,
HLTRSTR,Restore and repair - HLT - Enter price,Taxable,Yes,1,EA,0,0,
HLTSTTH,Stethoscope,Taxable,Yes,1,EA,47,47,
HLTSTTH+,Stethoscope - High grade,Taxable,Yes,1,EA,150,150,
HLTSTTH-,Stethoscope - Standard grade,Taxable,Yes,1,EA,13,13,
HLTTHHP,Heating pad,Taxable,Yes,1,EA,27,27,
HLTTHHP+,Heating pad - High grade,Taxable,Yes,1,EA,65,65,
HLTTHHP-,Heating pad - Standard grade,Taxable,Yes,1,EA,15,15,
HLTTLST,Toilet seat - Safety,Taxable,Yes,1,EA,50,50,
HLTTLST+,Toilet seat - Safety - High grade,Taxable,Yes,1,EA,100,100,
